Sha,Message,Predicted Label,Reasoning,Source,ParentSha,Parent2Sha,IsMerge,AuthorId,AuthorDateUtc,CommitterId,CommitterDateUtc,Work Items,Total Files,Modified Files,Added Files,Deleted Files,Total Lines,Net Lines,Added Lines,Deleted Lines,Has Added Files,Has Deleted Files,DayOfWeek,Month,Quarter,Year,Hour,TimeOfDay,Is Weekend,Actual Label
1d2477e64352738c97318ec9fcae77e328fe9811,Allow the user to specify the port,False,Not related to solving an existing problem or known bug; rather it's about adding a new feature for customization.,dotnetinteractive,43c287aab5eed1065d48eb0ffec73c33237d47be,,False,13,2019-05-30 17:16:45-04:00,14,2019-06-06 19:57:07,0,4,4,0,0,1115,14,19,5,False,False,Thursday,May,2,2019,17,Afternoon,False,
d30f5a2c2fe3f4593870eead23f88d26a3b47440,update PowerShell to 7.1.1,False,Updating to a newer version is generally for security or feature improvements but not specifically for bug fixing.,dotnetinteractive,dbb0544993f4424e2fae55388f0573396b1f0e06,,False,6,2021-01-21 18:59:13-05:00,6,2021-01-22 16:24:23,0,2,2,0,0,107,0,2,2,False,False,Thursday,January,1,2021,18,Afternoon,False,
3bf907e335fd3e8b752f12a5fbc0eac79a4be544,Update README.md,False,Updating documentation does not fix bugs but may clarify for the user or developer,dotnetinteractive,7327f409121aa6d4368f9a5562c1bdbe496b105d,,False,6,2020-05-18 21:44:26-04:00,2,2020-05-19 01:44:26,0,1,1,0,0,106,0,1,1,False,False,Monday,May,2,2020,21,Evening,False,
c8d801177c4074f2db05fa9646f1e8fd0e4280b0,temporarily turn off git sha appending (#463),False,This appears to be an issue with the versioning system rather than a code bug.,dotnetinteractive,3ba00367a1916844932b8a4167b6ba785b921f00,,False,8,2020-05-21 19:49:26-04:00,2,2020-05-21 23:49:26,1,2,2,0,0,378,2,4,2,False,False,Thursday,May,2,2020,19,Evening,False,
178304c44209526496ed0960a6aae6e572199011,Move the handling of allow_stdin higher up in the stack,False,The change seems related to improving code organization or implementing a feature rather than fixing an existing bug.,dotnetinteractive,a31e62f56e6620654feabba7e867e803653c254e,,False,20,2020-02-04 13:51:55-05:00,14,2020-02-11 14:49:51,0,5,5,0,0,582,-4,19,23,False,False,Tuesday,February,1,2020,13,Afternoon,False,
ffdfe0472eb092844d780bdec9ec7a5bf36ee921,adding html fotmatting (#2544),False,The commit is related to code styling or enhancement and not explicitly a bug fix.,dotnetinteractive,9c08865d4fca112a6f38e47816e24380f0d68eb8,,False,10,2022-12-02 17:45:06-05:00,2,2022-12-02 22:45:06,1,3,3,0,0,529,106,113,7,False,False,Friday,December,4,2022,17,Afternoon,False,
82cadfa197106a3f4a0fb95783e8ce6bb93c07b6,update package lock,False,Updating the package lock generally pertains to dependency management rather than fixing code issues,dotnetinteractive,b3c0fb7adf501b981a036ecf2b60cef327050b93,,False,10,2023-09-11 06:47:35-04:00,14,2023-09-11 11:29:11,0,1,1,0,0,9765,0,1,1,False,False,Monday,September,3,2023,6,Night,False,
459902aea5c75c5f8c046d56fbcf83c5b675336a,changes first pass of renaming,False,Changing names does not typically indicate fixing bugs unless explicitly stated as 'correcting spelling error',dotnetinteractive,d0802cb794fe6c1e8cf4584c6bb4df333b5c000a,,False,14,2021-08-10 11:35:22-04:00,14,2021-08-18 16:48:46,0,14,14,0,0,2687,2,36,34,False,False,Tuesday,August,3,2021,11,Morning,False,
354c3abfa0b13b43032d138c81dd6bb81330219f,Merge pull request #455 from colombod/feature/notebook_examples,False,Merging PRs doesn't provide enough context on the commit content,dotnetinteractive,7c88dc7480fc47cb5c63d22cb610a4782b66c0ff,20212a1bf3649c7dd9127327ad1a76f359920bb3,True,10,2019-09-17 18:31:08-04:00,2,2019-09-17 22:31:08,1,1,1,0,0,318,58,80,22,False,False,Tuesday,September,3,2019,18,Afternoon,False,
31e733c4ed7a2d57af21f923e419d013dddcd00b,rename imports,False,Renaming imports typically relates to code clarity or style rather than fixing bugs.,dotnetinteractive,f94d8e3d3bd4e4e3886e2c32d4aa192bdd533e56,,False,10,2023-05-31 04:46:03-04:00,14,2023-05-31 11:37:14,0,1,1,0,0,565,0,5,5,False,False,Wednesday,May,2,2023,4,Night,False,
dac162d12030e2667f7f5f2a19b4dfe6958fcc92,extend support for sqllite,False,Extending functionality is typically related to adding features or supporting additional databases rather than fixing bugs.,dotnetinteractive,d512ba9b59435f460736745f962a7312741241d9,,False,10,2021-03-01 17:16:13-05:00,14,2021-03-01 23:14:25,0,4,4,0,0,303,7,12,5,False,False,Monday,March,1,2021,17,Afternoon,False,
5dab6acd4a564324d52ff6b55f1c9411a2098790,Update Setup.md,False,Updating documentation does not necessarily fix a code issue,dotnetinteractive,a1f0cb0f17a97aa24c107781907959726834a139,,False,5,2019-05-13 14:57:16-04:00,2,2019-05-13 18:57:16,0,1,1,0,0,17,2,2,0,False,False,Monday,May,2,2019,14,Afternoon,False,
43fc343f58c56436c1331f2d6695540895132286,update dotnet sdk to 3.1.200,False,Updating SDK versions is typically for improving features and security rather than fixing a bug.,dotnetinteractive,82b05923b0c02253bc1787a451925547c4cf0b48,,False,8,2020-03-16 14:39:53-04:00,6,2020-03-22 18:11:21,0,4,4,0,0,415,0,5,5,False,False,Monday,March,1,2020,14,Afternoon,False,
9c3c8942af36e10bcd38837009fae441292ecc96,rename pass 1,False,Renaming variables or functions is generally part of code cleanup and does not directly fix a bug.,dotnetinteractive,8955fe71799a32a79f441c170430807cd6787436,,False,10,2021-09-22 09:13:47-04:00,14,2021-09-23 22:28:30,0,30,30,0,0,4838,-2,79,81,False,False,Wednesday,September,3,2021,9,Morning,False,
eb8c184f2d85633e49a6ef3609ecf36b6aa3f9e6,update .NET SDK steps,False,Updating software doesn't necessarily indicate fixing a known issue (bug). It could imply enhancing or maintaining the environment.,dotnetinteractive,8d8a8a0faefecdaf06b8881575f9ccf6f8abb44c,,False,21,2020-06-18 18:26:04-04:00,14,2020-06-19 06:44:18,0,1,1,0,0,76,0,23,23,False,False,Thursday,June,2,2020,18,Afternoon,False,
a8279e7d07c31550fd42b4f689d35739538ef08d,ignore stdioconnector tests in ncrunch,False,Ignoring tests can prevent bug detection but does not fix bugs,dotnetinteractive,ac94fbe82ff8a9f74df17c3d0c3ddaa5e493c2d1,,False,10,2022-01-18 18:12:23-05:00,14,2022-02-02 01:13:58,0,1,1,0,0,52,3,3,0,False,False,Tuesday,January,1,2022,18,Afternoon,False,
94848df6fcd629d31f9b74ea684fad56457961d8,missing file,False,A missing file typically indicates an incomplete or absent component rather than a bug in existing functionality,dotnetinteractive,5a88a811ae878fd668dfc994c5d64d6c55729008,,False,14,2023-04-12 03:41:52-04:00,14,2023-04-12 07:42:28,0,1,1,0,0,54,-1,1,2,False,False,Wednesday,April,2,2023,3,Night,False,
93aa819fc500f51f22a3815f925e5175e589b333,Update FSharp Version,False,Updating libraries or language versions is generally unrelated to fixing specific bugs in code,dotnetinteractive,349dab5f1ca44449b033e3ce7e95be95158869bf,,False,15,2020-03-30 21:20:32-04:00,14,2020-03-31 08:57:39,0,1,1,0,0,23,0,2,2,False,False,Monday,March,1,2020,21,Evening,False,
f664f1fc0e9072f3b90a92ae6cfaf70b8803fbf5,prototype,False,Prototyping is related to design or concept work and does not indicate fixing an existing bug.,dotnetinteractive,0436173cc65cb6c44092e706f95877a3a137e215,,False,10,2021-04-13 18:13:16-04:00,14,2021-04-15 02:55:21,0,8,8,0,0,1760,96,109,13,False,False,Tuesday,April,2,2021,18,Afternoon,False,
0a620d9f937fb7013d515ac864fe001869712743,use hosted pool for ci build (#968),False,Using a hosted pool seems related to CI pipeline improvements rather than fixing bugs,dotnetinteractive,0097736749ca419b5dcc55c1cfb6cd82bd789fcb,,False,8,2021-01-07 19:55:42-05:00,2,2021-01-08 00:55:42,1,1,1,0,0,338,1,3,2,False,False,Thursday,January,1,2021,19,Evening,False,
931907b3fb86e04441c002ba6b99e704c953ab7a,Fixes #26 (#332),True,The commit message explicitly mentions fixing specific issues,dotnetinteractive,39333445ffe61bb288c90c8033301fe7fc5e50a5,,False,15,2020-04-01 19:35:48-04:00,2,2020-04-01 23:35:48,2,1,1,0,0,23,0,2,2,False,False,Wednesday,April,2,2020,19,Evening,False,
1a5b7db2564d01696d85f930a02b17be0183b3cc,Make sure `SendValue` always includes `FormattedValue` (#2921),True,This commit addresses an issue by ensuring a field 'SendValue' contains another field 'FormattedValue'.,dotnetinteractive,a58f660fe49fa31aaf13b73e2151e10dc229fa39,,False,6,2023-04-18 16:27:32-04:00,2,2023-04-18 20:27:32,1,16,16,0,0,5624,28,50,22,False,False,Tuesday,April,2,2023,16,Afternoon,False,
a023d0add5565806123643b2b612e4e254fc8b9b,fix variable store in data kernel,True,The commit message explicitly states it's fixing something,dotnetinteractive,86749d3720339d73a52c29ac97c6597d70a5cda9,,False,10,2021-11-16 19:35:27-05:00,14,2021-11-17 01:21:03,0,3,3,0,0,874,36,39,3,False,False,Tuesday,November,4,2021,19,Evening,False,
5129856e302af94e848ceee7adb72a98c25d895d,Update PowerShell sdk to 7-rc.3 to remove the download tasks,True,Updating SDK implies rectifying build issues related to older versions,dotnetinteractive,855911b736e395dd2b8688da8578a83cae1a07a7,,False,20,2020-02-23 01:36:37-05:00,14,2020-02-24 21:38:06,0,4,4,0,0,531,9,34,25,False,False,Sunday,February,1,2020,1,Night,True,
7a62c37a98e361a08480dda59c13829057f636f7,attempt to show variables when first activated (#2593),True,The commit hash points to a known issue and mentions showing variables.,dotnetinteractive,7be54912232eaff3f6d80b6d771e2d11480482ae,,False,8,2023-01-06 21:13:04-05:00,2,2023-01-07 02:13:04,1,1,1,0,0,280,3,3,0,False,False,Friday,January,1,2023,21,Evening,False,
39f53944f0264e155a300c9aa99ecf504e5c0c6d,fix kernel restart loop due to races (#1138),True,The commit directly addresses and resolves a reported issue,dotnetinteractive,09dbda8e67eb375b912ccbfcb6326de8ab8f34a9,,False,8,2021-03-05 15:18:47-05:00,2,2021-03-05 20:18:47,1,5,5,0,0,747,29,67,38,False,False,Friday,March,1,2021,15,Afternoon,False,
9abc297c48b9fa40862641ef00ac9be5d9841623,using object in execute signature instead of growing list of optional parameters,True,Using an object could address potential issues with parameter overflow or unclear requirements,dotnetinteractive,8392bc9dbc21399304c6edd1be76c9db311abcb2,,False,10,2020-11-10 17:37:15-05:00,14,2020-11-11 16:44:49,0,4,4,0,0,1393,2,19,17,False,False,Tuesday,November,4,2020,17,Afternoon,False,
23be2a3ead96fb61a9b37519a0c478302be01a7a,fix warnings,True,Addressing issues that generate compiler or runtime warnings could imply fixing bugs related to those warnings.,dotnetinteractive,c4fa8d5a31ca2c9c8f9a6b0923eee9cd41bfb597,,False,6,2020-07-29 14:47:12-04:00,14,2020-07-29 20:12:37,0,1,1,0,0,442,-4,0,4,False,False,Wednesday,July,3,2020,14,Afternoon,False,
ce10ebabe7e1449717476d842418848b621abb22,Merge pull request #455 from jonsequitur/fix-casing,True,"The commit hash references a pull request specifically labeled as 'fix-casing', which implies it is related to fixing casing errors in code.",dotnetinteractive,5d99ee2cd8ab593bc5ddca4717cb45b30897045f,7983b48605f594a2e8fc2c0ea5fb2db5cc7dff90,True,6,2020-05-20 16:09:43-04:00,2,2020-05-20 20:09:43,1,2,2,0,0,274,0,3,3,False,False,Wednesday,May,2,2020,16,Afternoon,False,
3e4bf6365a721b1474bc6862547d9d4d830c945e,fix diagnostic gathering and make project files case insensitive,True,The commit message directly mentions fixing issues related to diagnostics and file handling.,dotnetinteractive,cc96e0f9d2bcf3ce534cae32d0ca1f51dea8acb3,,False,8,2022-05-26 17:35:02-04:00,14,2022-05-27 12:11:43,0,5,5,0,0,1174,47,365,318,False,False,Thursday,May,2,2022,17,Afternoon,False,
84c551ea9879ecac2b3daa8dbcb30567d480e0da,add sufficiently frightening error message if the value is explicitly removed,True,Explicit removal of a feature and provoking an error suggests a bug mitigation or correction.,dotnetinteractive,607660e5a89aef7454c47d110a2bf5ace009f2ab,,False,8,2023-01-24 20:13:52-05:00,14,2023-01-25 14:16:21,0,2,2,0,0,855,3,6,3,False,False,Tuesday,January,1,2023,20,Evening,False,
1dce32516d9712855f88a49c1a2b0f84cdb5c328,"Revert ""Fix empty submit code commands""",True,The commit is specifically labeled as a fix for an issue,dotnetinteractive,519c88bb3dff41887b80fca12e9af12d374ce85e,,False,66,2021-10-15 14:03:44-04:00,14,2021-10-19 14:42:20,0,1,1,0,0,364,-3,11,14,False,False,Friday,October,4,2021,14,Afternoon,False,
4d58203a461721304c51170ba7bf16b03da880ab,deleted too much,True,Deletion could imply rectification of code that was previously excessive or incorrect,dotnetinteractive,e9eac74c43a172d3eacede9f68d1105846f37453,,False,10,2020-06-26 08:47:54-04:00,14,2020-06-26 23:18:07,0,1,1,0,0,272,33,33,0,False,False,Friday,June,2,2020,8,Morning,False,
02adb6a5505b0f01aecafef31831d623afd4d001,Remove unneeded imports,True,Removing unnecessary code often addresses issues like bloated dependencies which could indirectly cause bugs.,dotnetinteractive,c8f07e0361ba755eaca90286791f1608b9ca7f8b,,False,54,2022-09-29 17:20:12-04:00,14,2022-09-29 23:07:39,0,3,3,0,0,115,-4,0,4,False,False,Thursday,September,3,2022,17,Afternoon,False,
bff3401860a7f8c0b7cafd2efcb0004a93d80c8d,Test runner crash investigation (#2354),True,The commit title suggests investigating and fixing a runtime issue,dotnetinteractive,0f62da48877deb9cecbf8655cf6199ef7828c9e5,,False,6,2022-10-17 16:48:57-04:00,2,2022-10-17 20:48:57,1,5,5,0,0,1194,2,109,107,False,False,Monday,October,4,2022,16,Afternoon,False,
794b974e696a1c8ce376923d017e1ffb92b6b189,target same symbol with same source value,True,Having issues where the code accidentally targets the wrong object due to similar IDs or references can indicate a bug.,dotnetinteractive,d5d0f8c0dfbd1af63ed7a9adce34e097ee4eb291,,False,10,2020-05-19 11:45:41-04:00,14,2020-05-19 17:41:03,0,1,1,0,0,116,-1,1,2,False,False,Tuesday,May,2,2020,11,Morning,False,
f61a6a538ba83e652f2ffc049f24567716ab92c7,fix #138 (#1740),True,Commit mentioning a fix with check-in numbers is likely addressing a specific bug,dotnetinteractive,f0a0e97e852e4cbea635aaa428038cec676a674b,,False,6,2021-11-14 18:56:06-05:00,2,2021-11-14 23:56:06,2,7,7,0,0,3282,69,161,92,False,False,Sunday,November,4,2021,18,Afternoon,True,
602bf1da61d0b4a133890e53383643e51a656d33,Fix HTML Create For Sequence (#247),True,The commit title indicates fixing an issue with sequence creation in HTML,dotnetinteractive,dc63dec99a411e23095e9207d9e4b9f23700a9ce,,False,15,2020-03-06 20:45:43-05:00,2,2020-03-07 01:45:43,1,3,3,0,0,860,40,52,12,False,False,Friday,March,1,2020,20,Evening,False,
831c12dba1d7d1de21a6ffb47d4a312bf2827935,text fixes during extension loading (#1123),True,The commit title directly references fixing an issue identified by the number #1123.,dotnetinteractive,974732778592b69c526648c54ef4c48219058e97,,False,6,2021-03-03 17:10:39-05:00,2,2021-03-03 22:10:39,1,4,4,0,0,582,11,32,21,False,False,Wednesday,March,1,2021,17,Afternoon,False,
25dfba68cf377c4cadc145de27300ed2ca09d00a,`#!import` support in documents API (#2303),True,The commit subject suggests adding functionality that addresses an import issue,dotnetinteractive,c74adf6802e8197798c4f22292b61ae72d8b4337,,False,6,2022-09-29 12:04:51-04:00,2,2022-09-29 16:04:51,1,16,15,1,0,4377,195,1855,1660,True,False,Thursday,September,3,2022,12,Morning,False,
3cf99c1ac59dcdc438f5f4124b627adb686f9756,update vscode engine version (#1956),True,Updating software versions often addresses previous bugs and issues.,dotnetinteractive,d120f167b5b7447794e5e725fb1ac635d7362c2d,,False,8,2022-04-06 20:36:34-04:00,2,2022-04-07 00:36:34,1,10,10,0,0,32532,164,342,178,False,False,Wednesday,April,2,2022,20,Evening,False,
ad1ea75703cfee0a6e7a0eb3c99e77373a4f15c7,re-enable adding git SHA to package description,True,Enabling a feature that was previously disabled could be related to fixing issues arising from the absence of this functionality.,dotnetinteractive,dceab1b336cebf470f9a380ff669eecc086925ab,,False,8,2020-06-09 17:34:03-04:00,14,2020-06-11 10:24:33,0,2,2,0,0,389,-2,2,4,False,False,Tuesday,June,2,2020,17,Afternoon,False,
4ca7dea0b845410d1b0661a573622339ad71c459,rename httprouting to http,True,The commit message suggests changes related to routing which might imply fixing route-related issues.,dotnetinteractive,f1cfd7f5cf81729089cf4dcc607f65e4f874fab7,,False,10,2020-05-07 03:48:32-04:00,14,2020-05-07 08:09:41,0,7,7,0,0,702,0,12,12,False,False,Thursday,May,2,2020,3,Night,False,
a6bfa6fd6832b05cae67d8a0e6d62caaa66df6a8,fix,True,The word 'fix' directly implies the resolution of an issue,dotnetinteractive,83903a43491b3974068a31e4d30c8a5670e4182c,,False,10,2023-05-26 16:03:33-04:00,14,2023-05-30 16:32:33,0,1,1,0,0,428,-8,1,9,False,False,Friday,May,2,2023,16,Afternoon,False,
3834f4cb1beaf07c70d597a8ea87c47a51d4cb26,auto-reference XPlot from F# kernel (#438),True,Reference is likely related to resolving an issue in a codebase,dotnetinteractive,4de20eaff334d9fa74ed6094c45e0342728a0b46,,False,8,2019-09-10 18:50:15-04:00,2,2019-09-10 22:50:15,1,5,5,0,0,679,3,8,5,False,False,Tuesday,September,3,2019,18,Afternoon,False,
e371349d54d407f27707eedb3ba0326a763882e9,"Add login, cleanup\",True,The inclusion of 'cleanup' suggests resolving issues from prior implementation.,dotnetinteractive,a8fa2fea700a4a99a76a01c3e43d880d1bfd65e8,,False,15,2021-07-28 23:10:20-04:00,14,2021-07-30 21:04:54,0,4,4,0,0,713,9,79,70,False,False,Wednesday,July,3,2021,23,Evening,False,
084729f0767872e74c3596556ae3840dce068d35,Handle duplicate column names in MSSQL and SQLite query results. (#1036),True,The commit addresses an issue with handling duplicate column names which could be a known bug affecting data retrieval.,dotnetinteractive,8a03b7190cb425917e414299da46d6af2a9ab021,,False,54,2021-02-08 11:29:48-05:00,2,2021-02-08 16:29:48,1,5,3,2,0,513,116,117,1,True,False,Monday,February,1,2021,11,Morning,False,
eb14786b96db3c3d8ee91b9833e043d1d7e2a76d,fix messages for .net install,True,The commit is specifically mentioning fixing issues related to .NET installation,dotnetinteractive,f1a6f50a1171b8a13119a20811674d5079e2f61b,,False,10,2023-12-04 07:31:03-05:00,14,2023-12-04 16:33:47,0,3,3,0,0,492,0,9,9,False,False,Monday,December,4,2023,7,Morning,False,
775dd103d98b17192f0f47eb699ec6af579fd35a,fix issues when updating sdk to next minor,True,The title implies resolving problems related to SDK update,dotnetinteractive,05a33d6d8fbcd702b0e2d61589a96868d44ecae4,,False,10,2020-03-16 14:37:42-04:00,6,2020-03-16 21:41:31,0,1,1,0,0,202,20,20,0,False,False,Monday,March,1,2020,14,Afternoon,False,
4ebd11adf216c5e9d54a22140288fe3dfd8c9f57,allow nuget package loading from F# kernel (#454),True,The commit title suggests addressing an issue with NuGet package loading in the context of F#.,dotnetinteractive,1635d414e585d9c5b4ba8fec5c4073605ce81ea9,,False,8,2019-09-18 19:39:40-04:00,2,2019-09-18 23:39:40,1,2,2,0,0,93,18,22,4,False,False,Wednesday,September,3,2019,19,Evening,False,
20ded34273d8cd15e7d36a2c8499ea2ba2eb26fc,Update src/Microsoft.DotNet.Interactive.AIUtilities/SemanticCollection.cs,True,The file path suggests this commit could be related to fixing issues within a specific utility class which might contain bug fixes.,dotnetinteractive,8f672d44ae731594dbb757a4435e49ff93614e09,,False,14,2023-10-04 14:39:44-04:00,14,2023-10-05 02:00:46,0,1,1,0,0,137,0,1,1,False,False,Wednesday,October,4,2023,14,Afternoon,False,
a8f2bede3793ab0f0bd9694bd1308c593d6424f6,remove $,True,The commit message implies removal of an issue (unwanted dollar sign),dotnetinteractive,cf01f6826f2b9a665e7a5e3f13eff89e2728bf31,,False,10,2020-04-30 13:19:48-04:00,14,2020-04-30 18:38:25,0,2,2,0,0,288,0,2,2,False,False,Thursday,April,2,2020,13,Afternoon,False,
ebeff7e01f426ea92d8458426899c14eff9c10d3,fixes,True,The commit message suggests that there was an issue addressed,dotnetinteractive,d426fd2ab3b6083da227923f9b29fec87fa6ccb3,,False,10,2021-09-02 13:38:28-04:00,14,2021-09-08 00:53:59,0,3,3,0,0,1309,67,72,5,False,False,Thursday,September,3,2021,13,Afternoon,False,
85bafecac856472ab46394272167024668b63aa0,Remove breaks,True,Removing breaks could be related to fixing memory usage issues or preventing crashes caused by infinite loops.,dotnetinteractive,06fda623707b3f4d9c70eb210c8f2cc7f1062ead,,False,15,2021-06-01 12:01:56-04:00,14,2021-06-17 18:09:27,0,1,1,0,0,250,-2,0,2,False,False,Tuesday,June,2,2021,12,Morning,False,
d3fae9269996312b749f2704ef64bf7a4e1364f4,Merge pull request #432 from colombod/feature/improve_protocol_correctnes,True,Pull request is related to improving protocol correctness,dotnetinteractive,d4ad8ba726a0d45a6ca5134b99980b041f0249f9,78f4621cd83488373424ef98edff8c4890ce7ca3,True,10,2019-09-09 17:55:52-04:00,2,2019-09-09 21:55:52,1,1,1,0,0,59,3,3,0,False,False,Monday,September,3,2019,17,Afternoon,False,
6e09ccd4074e6959b04f8aeb5e3fdc33de8a2e3b,better api surface for routing slips (#2471),True,The commit addresses an existing issue in the API related to routing slips.,dotnetinteractive,f4670ac3ff3fc19910f6ada360c7b7feeafeafde,,False,10,2022-11-16 11:36:38-05:00,2,2022-11-16 16:36:38,1,10,10,0,0,2222,27,154,127,False,False,Wednesday,November,4,2022,11,Morning,False,
24a4d2b2eeef23ea3e19133063b9f8b3dd984473,fix test,True,The commit message suggests that there was an intention to address a problem during testing,dotnetinteractive,ca5117317dac2e1b8d1acc938dc8963e5f465d65,,False,10,2021-05-24 14:13:58-04:00,14,2021-05-24 18:50:38,0,1,1,0,0,236,0,3,3,False,False,Monday,May,2,2021,14,Afternoon,False,
e20746e88e7473cf6329aad66b3c18ce85b68589,make variable serialization more permissive,True,The change could be aimed at allowing data structures that are not fully compliant with previous serialization requirements.,dotnetinteractive,e33891e707900a2b355812cb45f0af10e5ae3575,,False,6,2020-03-05 12:20:21-05:00,14,2020-03-05 17:33:00,0,2,2,0,0,108,2,4,2,False,False,Thursday,March,1,2020,12,Morning,False,
3510735aacd8268a0bc0553cc7c7e2fff9be42cd,fix tests,True,The commit title suggests that it involves changes related to resolving issues with existing test cases,dotnetinteractive,05ff1f0d7c6cc8935893f1b5851621f219da2391,,False,79,2023-09-19 17:08:36-04:00,14,2023-09-20 06:45:37,0,1,1,0,0,657,0,6,6,False,False,Tuesday,September,3,2023,17,Afternoon,False,
fb1df55c2c4b9187f8a752f27492e9b1daa13018,re-enable some VariableSharingTests,True,The revival of tests suggests rectifying previous test failures which may be bugs related,dotnetinteractive,fef731a78332550a6f5c195bc9a970a5609ffb12,,False,15,2021-01-04 15:33:32-05:00,14,2021-01-07 17:28:11,0,1,1,0,0,257,0,2,2,False,False,Monday,January,1,2021,15,Afternoon,False,
d351aa26a0d14151f6bf52d347cd3d265265d8db,Improve a couple of error messages. (#3442),True,Error message improvement suggests fixing issues users encounter,dotnetinteractive,ce297e415bd99fbd259117001d02759e7f100731,,False,89,2024-02-05 13:00:56-05:00,2,2024-02-05 18:00:56,1,2,2,0,0,2366,0,6,6,False,False,Monday,February,1,2024,13,Afternoon,False,
05386551e0b231437303896233c26e8ffedf7618,remove code printing,True,The commit might be related to removing incorrect or unnecessary print statements that were causing issues,dotnetinteractive,fc614abe12391c1dac3393832d098592351678f8,,False,14,2020-09-30 10:33:17-04:00,14,2020-09-30 15:06:57,0,1,1,0,0,129,-2,0,2,False,False,Wednesday,September,3,2020,10,Morning,False,
aff27c832baa380f02a7afc49c4ce29d64a72a2a,route action directives correctly based on kernel chooser aliases,True,Directive adjustment for routing implies resolving issues with correct path selection,dotnetinteractive,4f70acf79b549bba425c36a5758ee72f454add9b,,False,6,2020-07-09 20:09:14-04:00,6,2020-07-10 01:46:20,0,16,16,0,0,2768,40,94,54,False,False,Thursday,July,3,2020,20,Evening,False,
e09eb72f8c89ea27f22b1240fb72c93ce38448fa,Fixing the build and optimizing the number of times tasks are run. Here's a succesful build: https://dev.azure.com/dnceng/internal/_build/results?buildId=2441201&view=results,True,The commit message indicates resolving issues and improving efficiency.,dotnetinteractive,99b54fafeff2ca866b90c33f429e47671a858907,,False,87,2024-04-30 13:10:15-04:00,14,2024-05-03 02:37:10,0,2,2,0,0,401,25,56,31,False,False,Tuesday,April,2,2024,13,Afternoon,False,
f9f4c6e3b9b40dcf9841b69df8bac085ce4e65a7,Update PocketLogger to 0.8.1.,True,Version update can imply fixing previous bugs as new versions often include bug fixes.,dotnetinteractive,7e36ce97537adbad18b1ab86c607a85c8b43498d,,False,88,2023-06-08 03:38:38-04:00,89,2023-06-08 10:30:47,0,19,19,0,0,1189,0,19,19,False,False,Thursday,June,2,2023,3,Night,False,
5c7ba74fb79318ab04a4f94408f70710a1cb0324,oops,True,The message may imply an acknowledgement of a mistake or error,dotnetinteractive,b2788623a841f8ef29827f2081c18dc40f8226a3,,False,15,2021-05-12 18:53:57-04:00,14,2021-06-17 18:09:27,0,1,1,0,0,44,-1,1,2,False,False,Wednesday,May,2,2021,18,Afternoon,False,
402385c159ee1fe696f65269581d11abfc5236bd,skip test (#2936),True,Commenting out a test often indicates an issue with it,dotnetinteractive,5dcee2cbdb78ea76d29db0ac88022fbdfa5d8842,,False,10,2023-04-24 13:46:27-04:00,2,2023-04-24 17:46:27,1,2,2,0,0,642,-3,1,4,False,False,Monday,April,2,2023,13,Afternoon,False,
d5afefc09017440b96a0363daf2254aa31612502,update FSharpKernel to use FSharp.Compiler.Scripting (#399),True,Updating a language kernel could be related to fixing compiler issues or bugs within the compilation process.,dotnetinteractive,da4832c730c6780fa0d452f90aaac066540b5a80,,False,8,2019-08-26 19:13:55-04:00,2,2019-08-26 23:13:55,1,12,12,0,0,1446,-2,90,92,False,False,Monday,August,3,2019,19,Evening,False,
4cc71ae4e275fd80852b9c2faa317bc3a0033d2c,fixing case for variable explorer,True,"The phrase 'fixing' indicates an intention to correct something, and the context suggests a specific functionality, here related to a variable explorer.",dotnetinteractive,8d487c5edb9bcda7849c58490c17b652cbb1791f,,False,10,2022-11-03 21:56:44-04:00,14,2022-11-04 01:57:16,0,2,2,0,0,186,0,2,2,False,False,Thursday,November,4,2022,21,Evening,False,
f5de0e806626896e16a686f89091e49f002a3ef1,Fixup feeds (#1046),True,"The commit title indicates resolving an issue ('Feeds') associated with a specific identifier, suggesting it's addressing a bug.",dotnetinteractive,fc3dab56de568b6a43e77deeb79538af41d8f0c4,,False,7,2021-02-09 14:43:33-05:00,2,2021-02-09 19:43:33,1,4,4,0,0,118,-3,5,8,False,False,Tuesday,February,1,2021,14,Afternoon,False,
8f84341db2fdaedca985b73ba5cf3af48064733d,#r nuget package (#339),True,"The commit references fixing issue #339, suggesting a bug fix.",dotnetinteractive,0fd2e197e62d54090c591584b3a392bf42fcc7d8,,False,12,2019-07-23 14:52:39-04:00,2,2019-07-23 18:52:39,1,8,6,2,0,852,139,151,12,True,False,Tuesday,July,3,2019,14,Afternoon,False,
a6dd7febf6bfbf699b8f9835699190eb033e8cae,ensure can call async delegate,True,The commit message suggests resolving an asynchronous operation issue which is related to fixing a bug.,dotnetinteractive,ade5cf18d3eaaf0f948a1c07d0412468ae455d54,,False,10,2023-10-16 14:13:07-04:00,14,2023-10-16 19:04:47,0,1,1,0,0,339,20,20,0,False,False,Monday,October,4,2023,14,Afternoon,False,
