Sha,Message,IsBugFix,Reasoning,Source,ParentSha,Parent2Sha,IsMerge,AuthorId,AuthorDateUtc,CommitterId,CommitterDateUtc,Work Items,Total Files,Modified Files,Added Files,Deleted Files,Total Lines,Net Lines,Added Lines,Deleted Lines,Has Added Files,Has Deleted Files,DayOfWeek,Month,Quarter,Year,Hour,TimeOfDay,Is Weekend,Message Length,Word Count
3701389bccb044734a749a0bea65da0df41de165,Hide SaveTo/LoadFrom from TransformerChain (#2840),True,"The commit title suggests removing an issue, indicative of a bug fix.",mlnet,63a7654edaddaf0eea6af98ea762b01594d083ee,,False,26,2019-03-04 18:45:20-05:00,7,2019-03-04 23:45:20,1,5,5,0,0,1006,0,5,5,False,False,Monday,March,1,2019,18,Afternoon,False,50,5
c2fabb88f79a30ccc6a3803cb16b400ca66ead4c,[Tiny] Use string[] instead of IEnumerable<string> in column names (#2815),True,Substituting one type for another usually indicates a change to fix an existing issue or limitation.,mlnet,86d5dda8c39eb4b9a2a8464961e3cfa40085ac15,,False,66,2019-03-04 20:06:53-05:00,7,2019-03-05 01:06:53,1,4,4,0,0,939,0,21,21,False,False,Monday,March,1,2019,20,Evening,False,74,10
d9208bfe5e831d6592d5dd3605b197f7d8ebab01,"Cleaned and fixed public API surface for KMeans, NaiveBayes, OLS. (#2819)",True,The commit addresses known issues with the code,mlnet,c2fabb88f79a30ccc6a3803cb16b400ca66ead4c,,False,5,2019-03-04 20:24:10-05:00,7,2019-03-05 01:24:10,1,17,16,1,0,40956,42,148,106,True,False,Monday,March,1,2019,20,Evening,False,73,11
768e3bf4530f8044f1dfb02f1dcaed451e9dcf6d,Fix new file (#2844),True,The commit message explicitly states 'Fix' and references an issue or bug number.,mlnet,d9208bfe5e831d6592d5dd3605b197f7d8ebab01,,False,66,2019-03-04 20:36:30-05:00,10,2019-03-05 01:36:30,1,1,1,0,0,198,0,2,2,False,False,Monday,March,1,2019,20,Evening,False,20,4
a4bfd93e83616d9d78e8c1e99d744d4551918113,Hide more of Microsoft.ML.Data (#2842),True,"The commit message suggests making the data structure less accessible, which may imply bug mitigation",mlnet,768e3bf4530f8044f1dfb02f1dcaed451e9dcf6d,,False,15,2019-03-04 21:14:20-05:00,7,2019-03-05 02:14:20,1,26,26,0,0,10974,93,273,180,False,False,Monday,March,1,2019,21,Evening,False,38,5
61aa540e037baff96012bd130e7129cd6f60ab0f,First iteration (#2852),False,The message suggests this is an initial version which typically does not include bug fixes,mlnet,b70b4241e629615b4bd8b5bb0e302a1b1fafc331,,False,26,2019-03-05 16:19:35-05:00,7,2019-03-05 21:19:35,1,5,5,0,0,1688,1,34,33,False,False,Tuesday,March,1,2019,16,Afternoon,False,23,3
633a50bd193003a197f9da9f9110e56c338d120b,Adding release notes for v0.11 (#2860),False,Release notes typically summarize new features or bug fixes but the commit message alone does not indicate a bug fix.,mlnet,61aa540e037baff96012bd130e7129cd6f60ab0f,,False,10,2019-03-05 16:21:00-05:00,7,2019-03-05 21:21:00,1,1,0,1,0,40,40,40,0,True,False,Tuesday,March,1,2019,16,Afternoon,False,38,6
e285bed51144e73ec1b15512039632cd4cd5f752,Update release notes v0.11,False,Updating release notes typically refers to documenting changes and does not directly imply fixing a bug.,mlnet,633a50bd193003a197f9da9f9110e56c338d120b,,False,10,2019-03-05 16:29:37-05:00,7,2019-03-05 21:29:37,0,1,1,0,0,40,0,3,3,False,False,Tuesday,March,1,2019,16,Afternoon,False,26,4
95019e5921d3a112d5362ebbd5e686e2ad2d2b2a,Scrub Fast Tree Family (#2753),True,The commit title suggests addressing a specific issue ('Tree Family') which implies it is likely related to bug fixing.,mlnet,e285bed51144e73ec1b15512039632cd4cd5f752,,False,66,2019-03-05 17:18:13-05:00,7,2019-03-05 22:18:13,1,40,40,0,0,56121,21,1081,1060,False,False,Tuesday,March,1,2019,17,Afternoon,False,30,5
a6b0b97e5ec42666a728a6f3e4ba8ac696c02483,Updating the buildtools version to the latest (#2822),False,Version update in itself is not necessarily fixing a bug but could be for performance or other improvements.,mlnet,95019e5921d3a112d5362ebbd5e686e2ad2d2b2a,,False,19,2019-03-05 19:18:19-05:00,7,2019-03-06 00:18:19,1,2,2,0,0,192,4,11,7,False,False,Tuesday,March,1,2019,19,Evening,False,53,8
1b9dec6f9925f6bc22018376e942e59776d40e9b,Adding a sample for the OnnxCatalog.DnnFeaturizeImage extension (#2799),True,The commit addresses an issue in the code indicated by comment #2799,mlnet,a6b0b97e5ec42666a728a6f3e4ba8ac696c02483,,False,43,2019-03-05 23:11:01-05:00,7,2019-03-06 04:11:01,1,9,8,1,0,691,85,93,8,True,False,Tuesday,March,1,2019,23,Evening,False,71,8
002d6b45e1fd9f699129a322180e135a20f65483,Scrubbing SDCA learners (#2825),True,The commit title suggests addressing an issue tagged by the team,mlnet,1b9dec6f9925f6bc22018376e942e59776d40e9b,,False,51,2019-03-05 23:40:42-05:00,7,2019-03-06 04:40:42,1,38,37,1,0,44572,84,327,243,True,False,Tuesday,March,1,2019,23,Evening,False,31,4
adb53c41fd8c612df30f8d0213b7f459ef113724,Update Readme,False,Updating documentation is generally unrelated to fixing bugs in the codebase.,mlnet,002d6b45e1fd9f699129a322180e135a20f65483,,False,10,2019-03-05 23:55:35-05:00,7,2019-03-06 04:55:35,0,1,1,0,0,116,-3,10,13,False,False,Tuesday,March,1,2019,23,Evening,False,13,2
6f4e055b113b2bac024b7241ba469b9c20453fbe,Scrub scrub (#2863),True,The commit message hints at cleaning up code which may be a response to an issue previously present,mlnet,adb53c41fd8c612df30f8d0213b7f459ef113724,,False,26,2019-03-06 16:10:38-05:00,7,2019-03-06 21:10:38,1,5,5,0,0,2176,-4,15,19,False,False,Wednesday,March,1,2019,16,Afternoon,False,19,3
c21a6d6fac8c827a60164b72989cc142fea07e2d,PFI statistics polish (#2869),True,The term 'polishing' suggests improvements on existing code which can imply bugfixes.,mlnet,6f4e055b113b2bac024b7241ba469b9c20453fbe,,False,15,2019-03-06 17:14:39-05:00,7,2019-03-06 22:14:39,1,6,5,1,0,1875,11,379,368,True,False,Wednesday,March,1,2019,17,Afternoon,False,29,4
887aad2ef6ad75409fe5b4ff1c1f0a4086003ac8,Polish early stop rules in fast tree (#2851),True,Early stopping issue likely indicates an existing problem that the commit aims to solve.,mlnet,c21a6d6fac8c827a60164b72989cc142fea07e2d,,False,66,2019-03-06 17:24:40-05:00,7,2019-03-06 22:24:40,1,9,9,0,0,7471,204,308,104,False,False,Wednesday,March,1,2019,17,Afternoon,False,44,8
a5580108d6171ae8dfa5ba60210dc2d88c9dec75,Make public arrays intended to be immutable to IReadOnlyList in Core/Data/Transforms. (#2878),True,"The commit suggests fixing an issue by making data structures more appropriate for their usage, hinting at a bug fix related to immutability",mlnet,0075757121ee64d18d2b7894bcee69bd77f78258,,False,15,2019-03-07 14:10:19-05:00,7,2019-03-07 19:10:19,1,16,16,0,0,7072,4,96,92,False,False,Thursday,March,1,2019,14,Afternoon,False,93,12
178827f4e7a7ccd129a8ee60c96e9630ffc6c0b3,mlnetmkldeps nuget package updates (#2874),False,Potentially related to dependency management rather than bug fixing,mlnet,10c4fc609c8cb1f3d13370b312ce10b6c8025db2,,False,72,2019-03-07 16:28:20-05:00,7,2019-03-07 21:28:20,1,3,3,0,0,93,28,44,16,False,False,Thursday,March,1,2019,16,Afternoon,False,42,5
f5b9e436890f928f840128345c771945ba44a962,Update TreeTrainersCatalog to use standard parameter names (#2880),True,Resolving commit reference suggests a fix related to existing code issue,mlnet,178827f4e7a7ccd129a8ee60c96e9630ffc6c0b3,,False,36,2019-03-07 16:59:10-05:00,7,2019-03-07 21:59:10,1,3,3,0,0,870,0,20,20,False,False,Thursday,March,1,2019,16,Afternoon,False,66,8
4cb4fea9a0a797f7f5ac4109fee43906efca1bed,Enable TextFeaturization tests (#2733),True,Testing suggests an issue previously existed,mlnet,f5b9e436890f928f840128345c771945ba44a962,,False,42,2019-03-07 19:01:18-05:00,60,2019-03-08 00:01:18,1,2,2,0,0,1361,4,8,4,False,False,Thursday,March,1,2019,19,Evening,False,38,4
eb3c364f37978289fa7da80666a7bfc1c6b5d573,Update schema comprehension documentation code (#2845),True,Updating documentation can be related to fixing bugs if the initial version was incorrect or insufficient.,mlnet,e14db2783dfd444e340958a3a585234325f91cf7,,False,42,2019-03-07 20:00:29-05:00,60,2019-03-08 01:00:29,1,1,1,0,0,223,1,10,9,False,False,Thursday,March,1,2019,20,Evening,False,54,6
f09b25fe355ed713a6c3956fdf132c9e2e6facaf,Scrub projection and normalization transforms (#2865),True,The commit title suggests an attempt to correct a problem in the code,mlnet,eb3c364f37978289fa7da80666a7bfc1c6b5d573,,False,66,2019-03-07 22:47:20-05:00,7,2019-03-08 03:47:20,1,38,36,1,1,46076,3,554,551,True,True,Thursday,March,1,2019,22,Evening,False,53,6
ee0d1d5557b3f7ef61af72d7252f3f45e8644a73,"Specify MaxNumberOfIterations for SDCA, K-Means (#2883)",True,Issue identified requires setting a maximum iteration limit,mlnet,b861b5d64841cbe0f2c866ee7586872aac450a51,,False,36,2019-03-08 12:23:38-05:00,26,2019-03-08 17:23:38,1,19,19,0,0,37368,0,51,51,False,False,Friday,March,1,2019,12,Morning,False,55,6
8bcc03c7de181a75fa612dbce07bddad7fdd338b,Temporarily disable myget (#2889),True,Evidently an action taken in response to a known issue,mlnet,ee0d1d5557b3f7ef61af72d7252f3f45e8644a73,,False,10,2019-03-08 14:03:37-05:00,7,2019-03-08 19:03:37,1,1,1,0,0,263,1,8,7,False,False,Friday,March,1,2019,14,Afternoon,False,33,4
4c83066a21e19ec9a0074b7aaff604b73e94245b,Renaming IterationsToRemember to HistorySize for L-BFGS learners. (#2894),True,"Refactoring variable names can target improving code readability or correctness, often associated with bug fixes.",mlnet,8bcc03c7de181a75fa612dbce07bddad7fdd338b,,False,36,2019-03-08 19:59:49-05:00,7,2019-03-09 00:59:49,1,7,7,0,0,32901,0,36,36,False,False,Friday,March,1,2019,19,Evening,False,73,8
97c067cb2263b807fddc6ed67ebdc2e615ee6e18,Cleaned LightGBM documentation (#2886),False,Improving existing documentation is a maintenance task and does not directly fix bugs.,mlnet,4c83066a21e19ec9a0074b7aaff604b73e94245b,,False,65,2019-03-11 15:27:07-04:00,7,2019-03-11 19:27:07,1,8,7,1,0,31150,245,299,54,True,False,Monday,March,1,2019,15,Afternoon,False,38,4
005fe05ebd8b0ffe66fe7e3d5b10983d363a4c35,Rename Microsoft.ML.StandardLearners (#2792),False,'Renaming' typically implies changing for clarity or convention rather than fixing code problems.,mlnet,97c067cb2263b807fddc6ed67ebdc2e615ee6e18,,False,106,2019-03-11 15:31:37-04:00,25,2019-03-11 19:31:37,1,64,64,0,0,18418,7,31,24,False,False,Monday,March,1,2019,15,Afternoon,False,44,3
cd333c59180c718c3fe13b44daf45bf7360e7844,TrainTestSplit should be inside MLContext.Data (#2907),True,The commit suggests an issue was encountered due to incorrect placement of 'TrainTestSplit' that disrupts normal dataset handling in Azure Machine Learning.,mlnet,005fe05ebd8b0ffe66fe7e3d5b10983d363a4c35,,False,40,2019-03-11 15:43:29-04:00,7,2019-03-11 19:43:29,1,47,47,0,0,9817,-2,155,157,False,False,Monday,March,1,2019,15,Afternoon,False,54,6
b178211e94351e50f37d542f827fcb4d979f31d2,Scrub Latent Dirichlet Allocation Transform (Just Renaming) (#2890),False,The description suggests a renaming of the commit which usually does not fix bugs.,mlnet,cd333c59180c718c3fe13b44daf45bf7360e7844,,False,66,2019-03-11 16:09:05-04:00,15,2019-03-11 20:09:05,1,8,8,0,0,5144,-2,180,182,False,False,Monday,March,1,2019,16,Afternoon,False,67,8
037cc6d1284961b1e0ba939560430d5ae533a9fd,Fix links. (#2908),True,The commit title indicates an issue fix related to hyperlinks.,mlnet,b178211e94351e50f37d542f827fcb4d979f31d2,,False,25,2019-03-11 17:02:18-04:00,7,2019-03-11 21:02:18,1,1,1,0,0,230,0,4,4,False,False,Monday,March,1,2019,17,Afternoon,False,18,3
cbf05acdf97c2d7a1b64e083bbd12d49f1ba6758,Update Readme to fix code sample (#2887),True,Updating documentation related to an issue implies fixing that issue in the code.,mlnet,037cc6d1284961b1e0ba939560430d5ae533a9fd,,False,40,2019-03-11 17:08:52-04:00,7,2019-03-11 21:08:52,1,1,1,0,0,119,3,12,9,False,False,Monday,March,1,2019,17,Afternoon,False,40,7
14edcb06e94d3cdb81d69c32eae3197c0ae728f2,Scrub word embedding transform (#2891),True,The commit message indicates fixing an issue with the code,mlnet,cbf05acdf97c2d7a1b64e083bbd12d49f1ba6758,,False,66,2019-03-11 17:39:57-04:00,7,2019-03-11 21:39:57,1,14,14,0,0,40245,0,112,112,False,False,Monday,March,1,2019,17,Afternoon,False,38,5
ce0c917d1d8e44a5460f984d667107eecc4a9f78,Fixed a tensorflow test which was marked as skipped. (#2855),True,The commit specifically mentions fixing an issue with TensorFlow testing.,mlnet,f856d0931f70d4957e768fb1a9c67a4dc34d7006,,False,5,2019-03-11 19:24:54-04:00,7,2019-03-11 23:24:54,1,2,2,0,0,1205,15,22,7,False,False,Monday,March,1,2019,19,Evening,False,60,10
24f782d306f58d31778eddde181c16939be17292,Scrubbing image transforms (#2875),True,The commit message indicates resolving an issue,mlnet,ce0c917d1d8e44a5460f984d667107eecc4a9f78,,False,63,2019-03-11 19:45:56-04:00,7,2019-03-11 23:45:56,1,11,11,0,0,4929,-1,330,331,False,False,Monday,March,1,2019,19,Evening,False,34,4
acc4ac016b5f192bba2ef4cb84c808dd2d200d7f,One type label policy in trainers (#2804),True,The issue mentioned suggests an existing problem being addressed,mlnet,e2464f606c69357898572aac8e4d8d3c1451c92f,,False,26,2019-03-11 20:30:38-04:00,7,2019-03-12 00:30:38,1,64,64,0,0,19784,74,670,596,False,False,Monday,March,1,2019,20,Evening,False,41,7
e023ab8fb3cc4cbe61ae2bd684daf176bff3f491,Scrubbing online learners (#2892),True,"The commit message mentions 'scrubbing', implying fixing issues and contains a specific identifier hinting at the context of resolving an existing problem",mlnet,acc4ac016b5f192bba2ef4cb84c808dd2d200d7f,,False,26,2019-03-11 20:49:47-04:00,7,2019-03-12 00:49:47,1,11,11,0,0,31878,7,85,78,False,False,Monday,March,1,2019,20,Evening,False,33,4
4a58d7610e5fa65b390d7124bd9226fef645789d,Add missing KeyType documentation (#2783),True,Improvement of code clarity can be related to fixing issues in understanding the codebase,mlnet,e023ab8fb3cc4cbe61ae2bd684daf176bff3f491,,False,42,2019-03-11 22:01:55-04:00,60,2019-03-12 02:01:55,1,1,1,0,0,115,22,26,4,False,False,Monday,March,1,2019,22,Evening,False,41,5
40abffc4eb98990c86804a05ca707a467edbe3d6,Add XML doc to the ITrainerEstimator interface (#2847),True,Improving documentation can be a part of fixing bugs related to code clarity and maintenance.,mlnet,4a58d7610e5fa65b390d7124bd9226fef645789d,,False,42,2019-03-11 22:04:02-04:00,60,2019-03-12 02:04:02,1,1,1,0,0,21,8,11,3,False,False,Monday,March,1,2019,22,Evening,False,54,8
0d6f0368894d8774bf39670d447a36b60b669cc9,Scrub text normalizer (#2918),True,The name suggests it is related to fixing issues from issue #2918,mlnet,40abffc4eb98990c86804a05ca707a467edbe3d6,,False,66,2019-03-12 14:13:59-04:00,7,2019-03-12 18:13:59,1,6,6,0,0,3417,9,72,63,False,False,Tuesday,March,1,2019,14,Afternoon,False,29,4
fc033530a78906ea8739302f47962fafb05c9c51,Logistic Regression NumberOfIterations to MaximumNumberOfIterations (#2923),True,Adjusting parameters seems related to fixing a limit or boundary issue,mlnet,0d6f0368894d8774bf39670d447a36b60b669cc9,,False,36,2019-03-12 14:21:23-04:00,7,2019-03-12 18:21:23,1,5,5,0,0,34947,7,25,18,False,False,Tuesday,March,1,2019,14,Afternoon,False,75,6
f7b0a95916416fd2310caf94643894e656efd5f4,Fix readme sample (#2930),True,The commit message explicitly states it is fixing an issue indicated by the hash,mlnet,fc033530a78906ea8739302f47962fafb05c9c51,,False,10,2019-03-12 16:05:16-04:00,7,2019-03-12 20:05:16,1,1,1,0,0,116,-3,6,9,False,False,Tuesday,March,1,2019,16,Afternoon,False,25,4
7f0c1ad26cdcdc288decade726eb2a95e6adc22d,Fixing names of trainer estimators (#2903),True,The commit directly addresses an issue with naming conventions for trainer estimators in the code.,mlnet,f7b0a95916416fd2310caf94643894e656efd5f4,,False,51,2019-03-12 18:19:29-04:00,7,2019-03-12 22:19:29,1,109,109,0,0,67186,12,725,713,False,False,Tuesday,March,1,2019,18,Afternoon,False,42,6
ec6ff086edf685bdb64e244d14fd4ff8f5e6af4d,Exposed ngram extraction options in TextFeaturizer (#2911),True,This issue number might indicate a bug related to text processing,mlnet,6e1291a18843ba113bde4781ce5c5a9510f1db93,,False,5,2019-03-12 20:08:36-04:00,7,2019-03-13 00:08:36,1,9,9,0,0,7962,36,129,93,False,False,Tuesday,March,1,2019,20,Evening,False,58,7
abc2d638f5829fb78f59d6747e72306d7eb1a31a,Scrubbing of the key related transforms (#2862),True,Specific issue tagged in commit suggests a bug fix,mlnet,ec6ff086edf685bdb64e244d14fd4ff8f5e6af4d,,False,60,2019-03-12 21:45:34-04:00,7,2019-03-13 01:45:34,1,52,52,0,0,58860,16,936,920,False,False,Tuesday,March,1,2019,21,Evening,False,47,7
b455174cb848be054f8a800dbe76e7deb28c699e,Internalize more stray members in the data assembly (#2936),True,"The commit title suggests addressing an issue with 'data assembly', which implies a bug fix.",mlnet,9d9a3d946a9ed90b24baa0d0c8ba50b1a510582b,,False,26,2019-03-13 10:25:27-04:00,15,2019-03-13 14:25:27,1,5,5,0,0,2407,4,15,11,False,False,Wednesday,March,1,2019,10,Morning,False,59,9
c5aab770622f1f56bddf8bbaf96f7798762c45ff,updating namespaces  (#2914),True,Namespace updates are commonly related to correcting issues where the code's structure may be causing conflicts or problems,mlnet,b455174cb848be054f8a800dbe76e7deb28c699e,,False,43,2019-03-13 14:37:49-04:00,7,2019-03-13 18:37:49,1,79,78,1,0,28557,1,230,229,True,False,Wednesday,March,1,2019,14,Afternoon,False,28,3
fa9268daa64a43ba1e799849d8032d06c511f416,Handle space in the directory path for building. (#2925),True,Addresses known issue #2925 involving incorrect handling of spaces in paths,mlnet,c5aab770622f1f56bddf8bbaf96f7798762c45ff,,False,107,2019-03-13 16:22:36-04:00,15,2019-03-13 20:22:36,1,1,1,0,0,104,0,2,2,False,False,Wednesday,March,1,2019,16,Afternoon,False,56,9
d6c4872390972f23327e068b00c3948a80b2e271,Scrub text featurizers (#2944),True,The commit title suggests it deals with correcting a specific issue identified as number #2944,mlnet,91a8703c6e43078dc8516e6e7383a179f8ab5ea1,,False,66,2019-03-13 16:46:58-04:00,7,2019-03-13 20:46:58,1,3,3,0,0,1067,0,11,11,False,False,Wednesday,March,1,2019,16,Afternoon,False,30,4
334a29956f17697ec1d54c3f0cb2d7ec060fcfea,Sort out seed types (#2942),True,The commit message indicates addressing an issue with seed types,mlnet,d6c4872390972f23327e068b00c3948a80b2e271,,False,26,2019-03-13 17:28:16-04:00,7,2019-03-13 21:28:16,1,4,4,0,0,1565,0,16,16,False,False,Wednesday,March,1,2019,17,Afternoon,False,27,5
4dbc3279d5b28632170e09a5991cb41ef0f69e20,Train FieldAwareFactorizationMachines without providing arguments (#2931),False,The commit message indicates using a generic method call which doesn't imply fixing an issue.,mlnet,334a29956f17697ec1d54c3f0cb2d7ec060fcfea,,False,36,2019-03-13 18:20:23-04:00,7,2019-03-13 22:20:23,1,3,2,1,0,266,127,127,0,True,False,Wednesday,March,1,2019,18,Afternoon,False,73,6
726d486bdb280d43a2fd12c9e6da4021b190b773,One name for MulticlassClassification (#2919),False,Renaming the issue title does not fix a bug,mlnet,4dbc3279d5b28632170e09a5991cb41ef0f69e20,,False,60,2019-03-13 18:50:31-04:00,7,2019-03-13 22:50:31,1,91,91,0,0,70044,0,399,399,False,False,Wednesday,March,1,2019,18,Afternoon,False,45,5
687ca537ad7bed2f8ded32daa8497e25800894e8,FeaturizeText: Add instructions to turn off char- or word-gram generation to the tooltip. (#2947),False,The feature request describes adding a new option to existing functionality without indicating any problem fix.,mlnet,726d486bdb280d43a2fd12c9e6da4021b190b773,,False,36,2019-03-13 19:00:01-04:00,7,2019-03-13 23:00:01,1,1,1,0,0,679,2,2,0,False,False,Wednesday,March,1,2019,19,Evening,False,97,14
dde909a71fe4216f84211315b0ecc1791496ed64,More Normalizer Scrubbing (#2888),True,The commit message suggests fixing issues in scrubbing process,mlnet,687ca537ad7bed2f8ded32daa8497e25800894e8,,False,66,2019-03-13 20:25:32-04:00,7,2019-03-14 00:25:32,1,26,26,0,0,21497,-1,530,531,False,False,Wednesday,March,1,2019,20,Evening,False,33,4
2ee4cab7014859af8b375122e79272e9a360bf0c,Micro-accuracy for Multiclass Classification tests (#2953),True,The issue is related to a known bug in the classification accuracy,mlnet,acfe24a5e84b4dfac4a2f702209bccf4e6d69709,,False,108,2019-03-14 13:32:00-04:00,26,2019-03-14 17:32:00,1,1,1,0,0,198,5,5,0,False,False,Thursday,March,1,2019,13,Afternoon,False,58,6
6a4df7c03e00bc02b1116730b8cb752e1041529a,Allow only BinaryPredictionTransformer estimators in OVA (#2949),True,Refers to modifying or adding functionality related to a specific model compatibility constraint,mlnet,2ee4cab7014859af8b375122e79272e9a360bf0c,,False,40,2019-03-14 13:52:48-04:00,15,2019-03-14 17:52:48,1,1,1,0,0,761,0,1,1,False,False,Thursday,March,1,2019,13,Afternoon,False,64,7
a6a9d9d03e2663faf0235e5c1a94dd7b9c3316e0,Move ONNX Transformer into Microsoft.ML.Transforms.Onnx namespace. (#2929),True,Changing namespaces usually aims at resolving issues for clearer code organization,mlnet,4c29a09b0be3a94b60265dd7c5900117f1610d8c,,False,25,2019-03-14 13:59:42-04:00,15,2019-03-14 17:59:42,1,13,13,0,0,2183,12,22,10,False,False,Thursday,March,1,2019,13,Afternoon,False,74,7
d794383281d5ad011fb3aca2ab68e6518ccb7312,Adding Debugging Scenario tests for V1 APIs (#2937),True,Specifically added debugging scenarios likely related to identifying and resolving issues,mlnet,9f87099801ea5dcda16cd8638cd7b34bff26037f,,False,36,2019-03-14 14:40:28-04:00,7,2019-03-14 18:40:28,1,2,0,1,1,214,175,214,39,True,True,Thursday,March,1,2019,14,Afternoon,False,51,8
b6f94bcb86b4fa25aa0efed2ecc036ae981c98e0,Updated xml docs for tree-based trainers. (#2970),True,Updating documentation can be related to addressing issues stemming from outdated or incorrect information.,mlnet,9cd9a8c348e26bee3e261c3a6171436f41519800,,False,65,2019-03-15 12:02:53-04:00,7,2019-03-15 16:02:53,1,17,15,1,1,35965,115,362,247,True,True,Friday,March,1,2019,12,Morning,False,49,7
8ad83d853ba27fe110f42e26be0affec704b7e43,Enable MyGet uploads again (#2961),True,The commit title references resolving an issue indicated by the hash number,mlnet,b6f94bcb86b4fa25aa0efed2ecc036ae981c98e0,,False,10,2019-03-15 13:11:27-04:00,26,2019-03-15 17:11:27,1,1,1,0,0,262,-1,6,7,False,False,Friday,March,1,2019,13,Afternoon,False,34,5
87ede9ef39c10b8511fc7f14f97d1250bbd2b951,Fixed a rendering issue in the TensorFlow doc. (#2971),True,"The commit explicitly mentions fixing an issue, indicating it's related to bug fixing.",mlnet,8ad83d853ba27fe110f42e26be0affec704b7e43,,False,5,2019-03-15 13:36:37-04:00,7,2019-03-15 17:36:37,1,1,1,0,0,67,-1,1,2,False,False,Friday,March,1,2019,13,Afternoon,False,54,9
32017a36a5aa7ab8060fd8116cf066bdac9e2576,In-memory & self-contained sample template. (#2979),True,The context suggests addressing issues possibly related to previous bug reports,mlnet,87ede9ef39c10b8511fc7f14f97d1250bbd2b951,,False,65,2019-03-18 12:58:58-04:00,7,2019-03-18 16:58:58,1,1,1,0,0,95,40,45,5,False,False,Monday,March,1,2019,12,Morning,False,51,6
a41e6d9102140d104fc479ff672e0c4b74d76ab9,Added support for inserting batch dimension in inputs in TensorFlow. (#2935),True,The commit addresses a specific issue hinted by the reference number.,mlnet,32017a36a5aa7ab8060fd8116cf066bdac9e2576,,False,5,2019-03-18 13:02:56-04:00,7,2019-03-18 17:02:56,1,6,6,0,0,31956,58,104,46,False,False,Monday,March,1,2019,13,Afternoon,False,76,11
b25368109207844345ba29f896148f7f6ea7298a,Add MLContext.Model.Load overload that takes a file path. (#2991),True,This commit proposes an addition intended to address user-reported issues related to the existing functionality,mlnet,70ef7ecd43b031b481a4047ea361da5e2f360336,,False,25,2019-03-18 13:12:21-04:00,7,2019-03-18 17:12:21,1,2,2,0,0,1298,10,12,2,False,False,Monday,March,1,2019,13,Afternoon,False,65,9
ffe9b33b349d3c11226ca4be68ec59604bf51070,Fix spelling: normazlize (#2992),True,Correcting a typo could prevent misunderstanding or misuse of code,mlnet,b25368109207844345ba29f896148f7f6ea7298a,,False,81,2019-03-18 13:37:58-04:00,26,2019-03-18 17:37:58,1,1,1,0,0,116,0,2,2,False,False,Monday,March,1,2019,13,Afternoon,False,32,4
3ad489ef778902e82b9972bea8a7557198b8a491,Updating MKL (#2867),True,"The commit hash identifier suggests a specific issue fix; however, without explicit context about the bug itself from the commit message or accompanying documentation, we can still assume it's likely related to fixing an identified problem in code.",mlnet,0835c52f64ecdc2225966a6bdadc0a4494b5bec2,,False,72,2019-03-18 15:23:03-04:00,7,2019-03-18 19:23:03,1,19,19,0,0,2319,48,70,22,False,False,Monday,March,1,2019,15,Afternoon,False,20,3
6733515cb5cac0f54c0373a814bf39e3ab2a8a29,Made 'StopWordsRemover' in TextFeaturizer configurable again. (#2962),True,Configuration change could imply fixing a previous issue with the unconfigurable state,mlnet,665a3669652bc478fffbc7ed73b89067e5a7938c,,False,5,2019-03-18 18:24:03-04:00,7,2019-03-18 22:24:03,1,6,6,0,0,37191,90,111,21,False,False,Monday,March,1,2019,18,Afternoon,False,69,7
fa85e5485562fea8603e8c57639831fb994e5f3a,Separate nuget packaging into Stable and Experimental (#2951),False,The commit appears to organize project settings with versioning rather than fixing a bug,mlnet,6733515cb5cac0f54c0373a814bf39e3ab2a8a29,,False,16,2019-03-18 18:24:27-04:00,7,2019-03-18 22:24:27,1,2,2,0,0,160,28,28,0,False,False,Monday,March,1,2019,18,Afternoon,False,61,8
02524a7680f89746e8382dd32b07d416412f4850,FeatureColumnName (#2990),False,The commit message does not indicate a specific resolved issue or bug fix; it refers only to the introduction of a new feature.,mlnet,fa85e5485562fea8603e8c57639831fb994e5f3a,,False,51,2019-03-18 20:23:52-04:00,7,2019-03-19 00:23:52,1,9,9,0,0,3095,0,40,40,False,False,Monday,March,1,2019,20,Evening,False,25,2
fbbc2220a23f82e1d946ed6af447f13d58d2f907,OutputTokens option in FeaturizeText API (#2985),True,Provides context indicating an update or fix related to the FeaturizeText API,mlnet,02524a7680f89746e8382dd32b07d416412f4850,,False,51,2019-03-18 20:47:46-04:00,7,2019-03-19 00:47:46,1,8,8,0,0,30978,-1,32,33,False,False,Monday,March,1,2019,20,Evening,False,48,6
8ed72fb9a01c14a8fc045139c9de9791be2fee25,Include the save file action (.ZIP file) as part of model.SaveFile(). (#2993),True,The commit addresses a specific issue related to the Save File functionality,mlnet,fbbc2220a23f82e1d946ed6af447f13d58d2f907,,False,25,2019-03-18 21:01:57-04:00,7,2019-03-19 01:01:57,1,6,6,0,0,3255,17,51,34,False,False,Monday,March,1,2019,21,Evening,False,77,12
71693b3ac81aeffde34653d758de8fe9d3d897f1,Cleaning TrainCatalog and RecommenderCatalog (#2973),True,The commit mentions addressing a specific issue (#2973) which implies it is fixing a bug.,mlnet,8ed72fb9a01c14a8fc045139c9de9791be2fee25,,False,60,2019-03-19 02:54:38-04:00,7,2019-03-19 06:54:38,1,21,21,0,0,6133,0,176,176,False,False,Tuesday,March,1,2019,2,Night,False,52,5
