Sha,ParentSha,Parent2Sha,IsMerge,AuthorId,AuthorDateUtc,CommitterId,CommitterDateUtc,Message,Work Items,Total Files,Modified Files,Added Files,Deleted Files,Total Lines,Net Lines,Added Lines,Deleted Lines,Source
29348f9298cf6e5d0b208c0a40106ddc20d522dc,d1a2962b85138c186d8b4cbbb77c4c458b3abc87,,False,36,2019-02-06 19:54:22,7,2019-02-06 19:54:22,Adding Shuffle to the catalog (#2427),1,4,3,1,0,1074,102,108,6,mlnet
e80176596d89546474c7d5f63faac9e3307ac6c1,29348f9298cf6e5d0b208c0a40106ddc20d522dc,,False,36,2019-02-06 20:37:31,7,2019-02-06 20:37:31,Add a sample for the Cache command (#2406),1,6,5,1,0,1095,43,142,99,mlnet
b3345f771e1a85e162994b1acfc2262e9c3f99e2,e80176596d89546474c7d5f63faac9e3307ac6c1,,False,36,2019-02-06 21:05:35,7,2019-02-06 21:05:35,Add Skip and Take filters (#2436),1,5,3,2,0,731,200,201,1,mlnet
98584e9ab7e2d1d6b15ed8f7fddf1845825a3cf9,b3345f771e1a85e162994b1acfc2262e9c3f99e2,,False,36,2019-02-06 22:27:34,7,2019-02-06 22:27:34,Allowing SelectColumns to take a bare list of columns (#2439),1,2,2,0,0,207,26,50,24,mlnet
052304154be4537a1078002272a3c89339659641,98584e9ab7e2d1d6b15ed8f7fddf1845825a3cf9,,False,36,2019-02-06 23:34:39,7,2019-02-06 23:34:39,Make DataOperations catalog names more precise (#2441),1,6,6,0,0,576,3,26,23,mlnet
e08a3296730436e20b1b0b276da39e590e12863a,052304154be4537a1078002272a3c89339659641,,False,5,2019-02-07 00:45:36,7,2019-02-07 00:45:36,Created TF text classification sample and moved TF samples to its own directory. (#2429),1,7,6,1,0,1015,172,183,11,mlnet
e192a18d553a71ded3728495e9aaf4349169290d,e08a3296730436e20b1b0b276da39e590e12863a,,False,63,2019-02-07 02:04:11,26,2019-02-07 02:04:11,Make KeyToValueMapping API consistent (#2426),1,2,2,0,0,778,1,8,7,mlnet
b2851e5df19b5a8f6de6fb9aff7ba65d46d46d52,e192a18d553a71ded3728495e9aaf4349169290d,,False,60,2019-02-07 06:57:02,7,2019-02-07 06:57:02,"Creation of components through MLContext and cleanup (Convert, DropSlots, FeatureSelection) (#2365)",1,17,17,0,0,11628,59,236,177,mlnet
453f19191d9a7492030829fc1890fe68c41a3bcf,b2851e5df19b5a8f6de6fb9aff7ba65d46d46d52,,False,15,2019-02-07 17:25:30,7,2019-02-07 17:25:30,More internalization of non-public Microsoft.ML.Data (#2453),1,45,45,0,0,19476,-56,273,329,mlnet
40dc35bea851c415911726c36712321b66dafe8b,453f19191d9a7492030829fc1890fe68c41a3bcf,,False,72,2019-02-07 18:28:38,26,2019-02-07 18:28:38,Adds a type='bullet' tag to the documentation so that the bulleted list (#2450),1,1,1,0,0,139,0,1,1,mlnet
56ae4eb9a566023a69419ac2b3be8cb3f3e5e905,40dc35bea851c415911726c36712321b66dafe8b,,False,66,2019-02-07 19:22:33,15,2019-02-07 19:22:33,Address minor comments in #2243 for the public tree classes (#2369),2,2,2,0,0,286,2,4,2,mlnet
64c29d25bcabb687a2a7f44685c0a22853c3394e,56ae4eb9a566023a69419ac2b3be8cb3f3e5e905,,False,26,2019-02-07 19:32:37,7,2019-02-07 19:32:37,Remove unnecessary JIT workaround (#2449),1,1,1,0,0,216,-3,1,4,mlnet
30fe08a7c0ac1e46d36841b8b95e3d4128a41891,64c29d25bcabb687a2a7f44685c0a22853c3394e,,False,60,2019-02-07 20:51:49,7,2019-02-07 20:51:49,"Creation of components through MLContext and cleanup (Onnx, Tensorflow, SelectColumn, KeytoBinVec, ValueMap) (#2367)",1,70,68,2,0,28884,110,551,441,mlnet
3b1358e64881d3841b193a30a0784c4e78a513bf,30fe08a7c0ac1e46d36841b8b95e3d4128a41891,,False,19,2019-02-07 21:47:12,7,2019-02-07 21:47:12,ResNet Tests corrected for netfx (#2411),1,9,8,1,0,417,28,38,10,mlnet
26755ec5b8b1bd986870b51267492f6dcd9b02e8,3b1358e64881d3841b193a30a0784c4e78a513bf,,False,10,2019-02-07 22:31:01,7,2019-02-07 22:31:01,Update Readme,0,1,1,0,0,119,0,2,2,mlnet
834e4715afa070f5e5c3628693682943b3f0bd6d,26755ec5b8b1bd986870b51267492f6dcd9b02e8,,False,51,2019-02-07 22:41:00,7,2019-02-07 22:41:00,Creation of components through MLContext and cleanup (text transform) (#2394),1,9,9,0,0,9488,42,143,101,mlnet
a254bf58c47c1a00348fcc628f48e26dca959ee6,834e4715afa070f5e5c3628693682943b3f0bd6d,,False,66,2019-02-08 19:13:39,7,2019-02-08 19:13:39,Typed Calibrated Predictors (#2435),1,30,30,0,0,13906,95,311,216,mlnet
48dffb054776bd536d40124aaf18253e18f3df67,a254bf58c47c1a00348fcc628f48e26dca959ee6,,False,26,2019-02-08 23:21:22,7,2019-02-08 23:21:22,Internalize and cleanup recommender project (#2451),1,10,9,1,0,4277,215,408,193,mlnet
cdc78dfaab7193fe39343d90bc3a771c18632915,48dffb054776bd536d40124aaf18253e18f3df67,,False,98,2019-02-09 00:06:55,43,2019-02-09 00:06:55,Remove dead code (#2481),1,4,0,0,4,0,-1004,0,1004,mlnet
6526a014fcefa4f8f2a77da39ee99166df4e8705,cdc78dfaab7193fe39343d90bc3a771c18632915,,False,60,2019-02-09 03:03:41,7,2019-02-09 03:03:41,ITransformer derives from ICanSaveModel and explicit implementation for ICanSaveModel (#2431),1,140,140,0,0,78005,41,279,238,mlnet
7dfadca77876d361cb3560e3fba61ae86204164c,6526a014fcefa4f8f2a77da39ee99166df4e8705,,False,36,2019-02-09 06:44:26,7,2019-02-09 06:44:26,Add a project for functional tests without visibility into internals of ML.NET (#2470),1,11,7,3,1,2664,138,202,64,mlnet
07580a8b7b9781b15e6009caac502c0ebb637705,7dfadca77876d361cb3560e3fba61ae86204164c,,False,98,2019-02-09 16:29:30,43,2019-02-09 16:29:30,Add analyzer for detecting BestFriend usages on public declarations (#2434),1,3,0,3,0,240,240,240,0,mlnet
7d7ebb6e414bb6c7740732e351d8154d248d2ee0,07580a8b7b9781b15e6009caac502c0ebb637705,,False,5,2019-02-10 03:57:05,7,2019-02-10 03:57:05,TensorFlow: Fixed shape issue where unknown shape will be induced from data. (#2475),1,3,3,0,0,2240,106,135,29,mlnet
a3b6522d6c82e61fe98e4e41fd661e936149ca55,7d7ebb6e414bb6c7740732e351d8154d248d2ee0,,False,43,2019-02-10 08:11:33,7,2019-02-10 08:11:33,Towards #2326 - removing some namespaces (#2442),2,150,150,0,0,60143,-73,159,232,mlnet
069abb757dec7309e4e3c23b40829f1cb73b39c6,a3b6522d6c82e61fe98e4e41fd661e936149ca55,,False,25,2019-02-11 17:16:50,7,2019-02-11 17:16:50,Lockdown Microsoft.ML.TimeSeries public surface (#2344),1,32,31,1,0,10035,238,1385,1147,mlnet
b863ac2458f486834a9da3ecdd5a69f51f99db73,069abb757dec7309e4e3c23b40829f1cb73b39c6,,False,42,2019-02-11 17:19:54,43,2019-02-11 17:19:54,Update cookbook (#2494),1,1,1,0,0,1023,0,3,3,mlnet
8444a5a2a4c6b162c35b98cbff95983db3d676c2,b863ac2458f486834a9da3ecdd5a69f51f99db73,,False,98,2019-02-11 20:47:22,19,2019-02-11 20:47:22,Replace ConditionalFact usages with custom facts (#2402),1,32,21,11,0,18461,182,403,221,mlnet
f269adcd30a33feeb969c17c2a9f9db235113cb1,8444a5a2a4c6b162c35b98cbff95983db3d676c2,,False,43,2019-02-12 16:02:50,7,2019-02-12 16:02:50,Towards 2326: Microsoft.ML.Ensemble and Microsoft.ML.TimeSeries namespace rationalization (#2491),1,103,103,0,0,24582,-29,224,253,mlnet
56607bae5076f74db7b213dd958fee3154a99333,f269adcd30a33feeb969c17c2a9f9db235113cb1,,False,26,2019-02-12 21:53:57,7,2019-02-12 21:53:57,Get rid of value tuples in TrainTest and CrossValidation (#2507),1,11,11,0,0,3484,86,154,68,mlnet
5c442a96edc3ac7a03bc10ef668310647f16db9a,56607bae5076f74db7b213dd958fee3154a99333,,False,26,2019-02-12 23:36:52,7,2019-02-12 23:36:52,Internalize IDataTransform (#2509),1,8,8,0,0,3214,7,23,16,mlnet
e818e35aa756033c59e706d6ffe3298003f1523d,5c442a96edc3ac7a03bc10ef668310647f16db9a,,False,36,2019-02-13 02:14:33,7,2019-02-13 02:14:33,Add validation scenario tests (#2503),1,2,1,0,1,105,17,57,40,mlnet
1663bc448ae6156297c75ec2ad17b266b3ffbed2,e818e35aa756033c59e706d6ffe3298003f1523d,,False,15,2019-02-13 07:56:20,7,2019-02-13 07:56:20,Update calibrator estimators to be more suitable. (#2526),1,14,14,0,0,7287,46,278,232,mlnet
f8e58dd4327f4c5013abbd7f691d835bdd377909,1663bc448ae6156297c75ec2ad17b266b3ffbed2,,False,60,2019-02-13 08:44:10,7,2019-02-13 08:44:10,"Creation of components through MLContext, internalization, and renaming (#2510)",1,30,27,3,0,12402,348,554,206,mlnet
174de1a8dedb7bd72e1f43df6f07b9392c42c290,f8e58dd4327f4c5013abbd7f691d835bdd377909,,False,43,2019-02-13 18:57:38,7,2019-02-13 18:57:38,"moving IEstimator, ITransformer ,IDataReader,  IDataReaderEstimator, … (#2529)",1,179,179,0,0,84627,-199,8,207,mlnet
656a42fd0c4f12112a05c40e9a15f7595157ee50,174de1a8dedb7bd72e1f43df6f07b9392c42c290,,False,72,2019-02-13 19:48:29,7,2019-02-13 19:48:29,Updates ml.net reference of LightGBM to version 2.2 (#2448),1,104,51,4,49,42294,-7834,716,8550,mlnet
fc92774187a91781cc2dcb08a91f20dc49ecf1ad,656a42fd0c4f12112a05c40e9a15f7595157ee50,,False,51,2019-02-13 21:56:02,7,2019-02-13 21:56:02,Store environment when creating new catalog entries  (#2524),1,14,14,0,0,2387,-4,152,156,mlnet
fd30559d9f8070d7cb71ba937897a63646d5b0bc,fc92774187a91781cc2dcb08a91f20dc49ecf1ad,,False,51,2019-02-13 23:22:19,7,2019-02-13 23:22:19,Modify API for advanced settings (RandomizedPcaTrainer) (#2390),1,10,8,2,0,8301,246,268,22,mlnet
15320356bd2e79becc5cf0e14a22f79af7acc14b,fd30559d9f8070d7cb71ba937897a63646d5b0bc,,False,26,2019-02-14 00:50:46,7,2019-02-14 00:50:46,Hide InitialWeights in OnlineLinear trainers (#2531),1,8,8,0,0,31333,4,38,34,mlnet
37acb6c1d219d42a4f9e80dd6194f5d948c8dc21,15320356bd2e79becc5cf0e14a22f79af7acc14b,,False,66,2019-02-14 05:17:18,7,2019-02-14 05:17:18,Typed SDCA binary trainers (#2506),1,26,25,1,0,43494,410,648,238,mlnet
82fd7ea021d89b738ea9cc455153a9bdfc478bc4,37acb6c1d219d42a4f9e80dd6194f5d948c8dc21,,False,36,2019-02-14 16:49:52,7,2019-02-14 16:49:52,Add Functional Tests for Data I/O (#2518),1,4,1,2,1,485,412,464,52,mlnet
70830ed2d43e826e672c17a0f326fc8c2f98f93a,82fd7ea021d89b738ea9cc455153a9bdfc478bc4,,False,66,2019-02-14 18:07:34,7,2019-02-14 18:07:34,Example classes should be static (#2548),1,47,47,0,0,4155,-11,78,89,mlnet
2a927865769e10772a31af407f2a856fd6e4e523,70830ed2d43e826e672c17a0f326fc8c2f98f93a,,False,66,2019-02-14 20:52:24,7,2019-02-14 20:52:24,Fix an initial-value problem caused by unseen row/column (#2525),1,2,2,0,0,603,72,73,1,mlnet
13b33392dd3fbffc0922b2af72c8236b74c95fc0,2a927865769e10772a31af407f2a856fd6e4e523,,False,4,2019-02-14 21:19:14,7,2019-02-14 21:19:14,DataView type rename (#2547),1,303,303,0,0,157336,-2,3819,3821,mlnet
022b3ec9914bb95bf748808008c51aacc1a66e56,13b33392dd3fbffc0922b2af72c8236b74c95fc0,,False,22,2019-02-14 21:27:18,7,2019-02-14 21:27:18,Lockdown Microsoft.ML.EntryPoints public surface (#2532),1,12,12,0,0,2226,-3,10,13,mlnet
17c037f757113aba8acdc88abf2803b86fe95b93,022b3ec9914bb95bf748808008c51aacc1a66e56,,False,65,2019-02-14 22:14:46,7,2019-02-14 22:14:46,Documentation for BinaryClassification.AveragedPerceptron (V2) (#2517),1,17,14,3,0,40658,236,364,128,mlnet
b2127b26d43d3923d6695efa8ad907147180b932,17c037f757113aba8acdc88abf2803b86fe95b93,,False,36,2019-02-15 00:52:27,7,2019-02-15 00:52:27,Rename Resize Transform to ResizeImages (#2556),1,6,6,0,0,1911,0,15,15,mlnet
856c7e8c81826fd4b1ee40dcf0d70b311a144ac1,b2127b26d43d3923d6695efa8ad907147180b932,,False,5,2019-02-15 01:31:07,7,2019-02-15 01:31:07,Lockdown of Microsoft.ML.LightGBM public surface. (#2476),1,12,6,6,0,1307,474,523,49,mlnet
318f4a497a1ad1068a167c41e0d23538c0421449,856c7e8c81826fd4b1ee40dcf0d70b311a144ac1,,False,16,2019-02-15 03:11:36,4,2019-02-15 03:11:36,Remove OpenInputFile and CreateOutputFile methods from IHostEnvironment (#2539),1,3,3,0,0,1093,-28,27,55,mlnet
1f29d2ca32ccdb4a504cdc8de668daf91e24b448,318f4a497a1ad1068a167c41e0d23538c0421449,,False,5,2019-02-15 07:31:49,7,2019-02-15 07:31:49,Added support for String types in TensorFlowTransformer. (#2546),1,7,7,0,0,4108,205,247,42,mlnet
b2587faa234c477ad16f38f71a4ae46e64fa7e1d,1f29d2ca32ccdb4a504cdc8de668daf91e24b448,,False,60,2019-02-15 17:21:41,7,2019-02-15 17:21:41,Renaming .Train to .Fit in TrainerEstimators  (#2528),1,32,32,0,0,14617,79,131,52,mlnet
2b79fdb4667689843b1d1f2b5e058c296bbfa714,b2587faa234c477ad16f38f71a4ae46e64fa7e1d,,False,66,2019-02-15 20:12:23,15,2019-02-15 20:12:23,Make primal stochastic trainer also typed (#2564),1,13,13,0,0,37233,438,598,160,mlnet
78b161b4f43ff928a193c441412ad7041bf3046a,2b79fdb4667689843b1d1f2b5e058c296bbfa714,,False,26,2019-02-15 21:13:03,7,2019-02-15 21:13:03,Lockdown HAL Project (#2497),1,22,16,6,0,6048,350,515,165,mlnet
832ecad57808bbe79f36dc6886882781fb5bd399,78b161b4f43ff928a193c441412ad7041bf3046a,,False,36,2019-02-15 21:56:13,7,2019-02-15 21:56:13,"Rename CV and TrainTest ""stratification"" parameter (#2537)",1,2,2,0,0,1042,-13,68,81,mlnet
71ffd1dd648f6ed98c0d8e40f62eec1aa664db1c,832ecad57808bbe79f36dc6886882781fb5bd399,,False,40,2019-02-15 23:27:29,26,2019-02-15 23:27:29,internalize constructor (#2558),1,1,1,0,0,365,0,1,1,mlnet
61962062af08ee333ca7d2883a6ae807951f441b,71ffd1dd648f6ed98c0d8e40f62eec1aa664db1c,,False,66,2019-02-15 23:49:02,15,2019-02-15 23:49:02,Internalize MamlEvaluatorBase (#2578),1,1,1,0,0,296,0,1,1,mlnet
3456bb32a4b7c88520fbb0e41045ec8bf2b2942f,61962062af08ee333ca7d2883a6ae807951f441b,,False,26,2019-02-16 00:05:33,15,2019-02-16 00:05:33,Respect Marked exception during model loading. (#2574),1,4,4,0,0,1704,14,25,11,mlnet
2223d3f69088e1e312d6695348f089ba15b2bb5d,3456bb32a4b7c88520fbb0e41045ec8bf2b2942f,,False,25,2019-02-16 00:51:44,15,2019-02-16 00:51:44,Exclude SamplesUtils from ML.NET nuget and make its own nuget.: (#2543),1,3,1,2,0,31,17,18,1,mlnet
1f90f50f813ecd152e46e92deb4a7827c7f24e31,2223d3f69088e1e312d6695348f089ba15b2bb5d,,False,51,2019-02-16 01:29:56,7,2019-02-16 01:29:56,"In the public surface area, all occurrences of Argument keyword replaced with Options (#2563)",1,104,104,0,0,48095,0,719,719,mlnet
cf7e3d992b4b770a7345174673107c47e8bf4d13,1f90f50f813ecd152e46e92deb4a7827c7f24e31,,False,25,2019-02-16 06:03:46,7,2019-02-16 06:03:46,Lockdown Microsoft.ML.StandardLearners public surface (#2541),1,21,21,0,0,11035,1,125,124,mlnet
e3b5f76612336cdf0432325631b80283d7da802a,cf7e3d992b4b770a7345174673107c47e8bf4d13,,False,26,2019-02-18 01:22:43,7,2019-02-18 01:22:43,Replace IPredictor in Fit method to proper model parameters (#2577),1,11,11,0,0,6972,-4,41,45,mlnet
b881fdc2eab55e184eb0856d4c10c732a58e0887,e3b5f76612336cdf0432325631b80283d7da802a,,False,22,2019-02-18 22:22:06,15,2019-02-18 22:22:06,Move IModelCombiner to Microsoft.ML.Data and Lockdown Microsoft.ML.Ensemble (#2505),1,29,29,0,0,4650,3,50,47,mlnet
9e3a92bf214305e542c33e3c18931577d0fde49d,b881fdc2eab55e184eb0856d4c10c732a58e0887,,False,25,2019-02-19 01:11:59,15,2019-02-19 01:11:59,Internalize protected stuff in EstimatorBase class. (#2600),1,28,28,0,0,14601,-1,66,67,mlnet
ed1d0f4888682e764ca95d2d35158c0e79be1e6f,9e3a92bf214305e542c33e3c18931577d0fde49d,,False,25,2019-02-19 05:11:11,7,2019-02-19 05:11:11,Lockdown Microsoft.ML.Data Data folder (#2607),1,6,6,0,0,3523,10,21,11,mlnet
ba75a47a9183a733351c72e58f4c8b8d6ef8bdc3,ed1d0f4888682e764ca95d2d35158c0e79be1e6f,,False,15,2019-02-19 05:17:32,7,2019-02-19 05:17:32,Hide IPredictor and descendants (#2605),1,64,63,0,1,33541,18,286,268,mlnet
d1a63bab7444a8f2cd343e3c8f207d34c22d1c46,ba75a47a9183a733351c72e58f4c8b8d6ef8bdc3,,False,99,2019-02-19 06:11:14,15,2019-02-19 06:11:14,Remove exception due to supportsSparse:true in ReadFromTextLoader (#2579),1,2,2,0,0,3042,1,13,12,mlnet
369a9b614b68793de8401c843df6f5d566088993,d1a63bab7444a8f2cd343e3c8f207d34c22d1c46,,False,48,2019-02-19 06:11:57,15,2019-02-19 06:11:57,Update to Microsoft.CodeAnalysis.Testing (#2562),1,20,13,4,3,1174,-518,455,973,mlnet
f9d5ec28835c37bdeea39582d46a6777f0cc990f,369a9b614b68793de8401c843df6f5d566088993,,False,99,2019-02-19 16:50:30,15,2019-02-19 16:50:30,Use custom BlockingQueue to significantly improve F5 perf with SDCA without caching (#2595),1,2,1,1,0,1033,229,233,4,mlnet
a56caeebaaa0076d6940bfdede90a4eb0a351a20,f9d5ec28835c37bdeea39582d46a6777f0cc990f,,False,25,2019-02-19 17:49:19,7,2019-02-19 17:49:19,Lockdown Microsoft.ML.Data Dataview folder. (#2608),1,10,10,0,0,4199,-3,37,40,mlnet
25404b83df1b6bf9f548ee59396a87e43f0f9058,a56caeebaaa0076d6940bfdede90a4eb0a351a20,,False,26,2019-02-19 20:36:21,7,2019-02-19 20:36:21,Cleanup calibrators (#2601),1,3,3,0,0,3397,18,176,158,mlnet
13f6ff9b7874567754e1a70ad075b95bd0e2fb5f,25404b83df1b6bf9f548ee59396a87e43f0f9058,,False,19,2019-02-19 22:18:06,7,2019-02-19 22:18:06,Adding a new ubuntu CI leg (#2516),1,6,5,1,0,624,61,69,8,mlnet
563607c34116af176597314fc6c82f51df000938,13f6ff9b7874567754e1a70ad075b95bd0e2fb5f,,False,25,2019-02-19 22:40:50,7,2019-02-19 22:40:50,Lockdown Microsoft.ML.FastTree public surface (#2511),1,50,49,0,1,19037,-71,349,420,mlnet
054b8bc00c85c0178eb3ec9e74fdf311c9de20fd,563607c34116af176597314fc6c82f51df000938,,False,25,2019-02-19 22:58:08,7,2019-02-19 22:58:08,"Lockdown Microsoft.ML.OnnxTransform public surface, possibly rename  (#2544)",1,26,26,0,0,3275,1,43,42,mlnet
685b0648cf0ce13548269874165d42fa5baf9e9e,054b8bc00c85c0178eb3ec9e74fdf311c9de20fd,,False,25,2019-02-20 01:05:22,7,2019-02-20 01:05:22,Lockdown Microsoft.ML.Onnx public surface (#2625),1,55,55,0,0,38032,17,3997,3980,mlnet
6c9a88765db41e34c60727a670d145ffc29001a1,685b0648cf0ce13548269874165d42fa5baf9e9e,,False,25,2019-02-20 02:06:03,7,2019-02-20 02:06:03,Enhance code coverage bot message. (#2235),1,1,1,0,0,22,0,1,1,mlnet
4a71e501f09846974e550f817f3f8f1243054c1b,6c9a88765db41e34c60727a670d145ffc29001a1,,False,26,2019-02-20 02:10:10,15,2019-02-20 02:10:10,Remove append calls since they not compatible with 4.6 framework (#2643),1,2,2,0,0,1611,1,9,8,mlnet
a25763e70f368f720aa8b84c22d85303473fce8c,4a71e501f09846974e550f817f3f8f1243054c1b,,False,60,2019-02-20 18:17:02,7,2019-02-20 18:17:02,"Textloader internalizations, documentation, and Arguments refactoring (#2417)",1,7,7,0,0,39001,117,243,126,mlnet
eb7c1218cd3f4b686ff3d4f287db392e215714ba,a25763e70f368f720aa8b84c22d85303473fce8c,,False,4,2019-02-20 20:28:15,7,2019-02-20 20:28:15,Address PR feedback from #2579 (#2611),2,2,2,0,0,3031,-11,2,13,mlnet
3cdc716a88bb2859b2e0a9d35b601fec8899ef9c,eb7c1218cd3f4b686ff3d4f287db392e215714ba,,False,78,2019-02-20 21:37:14,15,2019-02-20 21:37:14,typo in comment: shoudl changed to should (#2666),1,1,1,0,0,39,0,1,1,mlnet
bd64b88741a253f6174124ff289f14ef1f8859f9,3cdc716a88bb2859b2e0a9d35b601fec8899ef9c,,False,15,2019-02-20 21:37:59,7,2019-02-20 21:37:59,"Metadata utils internalization, migration of few useful methods (#2651)",1,10,9,1,0,5543,30,137,107,mlnet
bd00c1e31871c6b601ea3cb1b473e184383ff830,bd64b88741a253f6174124ff289f14ef1f8859f9,,False,60,2019-02-20 21:40:09,15,2019-02-20 21:40:09,Microsoft.ML.Transforms assembly lockdown (#2648),1,29,29,0,0,17878,57,107,50,mlnet
b0a170153ca2af420b9aa548ce5a8a0558b9e3d8,bd00c1e31871c6b601ea3cb1b473e184383ff830,,False,22,2019-02-20 22:33:28,7,2019-02-20 22:33:28,Introduce SimpleColumnInfo class (#2641),1,14,14,0,0,3792,28,67,39,mlnet
4d4cfbbea9be610008ce88a0a555e86d6ab06b88,b0a170153ca2af420b9aa548ce5a8a0558b9e3d8,,False,25,2019-02-20 22:53:57,7,2019-02-20 22:53:57,Internalize Microsoft.ML.Data Evaluators folder. (#2635),1,1,1,0,0,1798,1,3,2,mlnet
30df61a83aea72aee18168dd079ad4e9f9bb9192,4d4cfbbea9be610008ce88a0a555e86d6ab06b88,,False,25,2019-02-20 22:56:06,7,2019-02-20 22:56:06,Internalization of OneToOne and ManyToOne Column classes (#2632),1,2,2,0,0,1309,2,6,4,mlnet
a1b66ac4264fa4c9373ec1b5f76f9398b9ab7cad,30df61a83aea72aee18168dd079ad4e9f9bb9192,,False,15,2019-02-20 23:14:40,7,2019-02-20 23:14:40,Hide much of Microsoft.ML.Model namespace. (#2649),1,17,17,0,0,6808,39,88,49,mlnet
96ec842e455d84ffc3128c928aaaf17630a34038,a1b66ac4264fa4c9373ec1b5f76f9398b9ab7cad,,False,25,2019-02-20 23:29:20,7,2019-02-20 23:29:20,Microsoft.ML.Internal.Internallearn namespace requires certain internalization. (#2667),1,5,4,0,1,946,-111,7,118,mlnet
fb6ce5442f1af7b30dc48f6a438b2a7b63779390,96ec842e455d84ffc3128c928aaaf17630a34038,,False,51,2019-02-20 23:38:50,7,2019-02-20 23:38:50,Fixing renmants of argument keyword in public API (#2636),1,48,48,0,0,23809,0,617,617,mlnet
eb60021712a729bbcd19abd28ef8e4669d7ee85b,fb6ce5442f1af7b30dc48f6a438b2a7b63779390,,False,63,2019-02-21 02:48:00,7,2019-02-21 02:48:00,Reorder MatrixFactorizationTrainer parameters (#2561),1,3,3,0,0,774,0,8,8,mlnet
ed7f706bfb40321fb5894384df6bec022b12c7fd,eb60021712a729bbcd19abd28ef8e4669d7ee85b,,False,22,2019-02-21 18:03:02,7,2019-02-21 18:03:02,VectorToImageTransform conversion to estimator/transformer (#2580),1,6,6,0,0,31072,164,459,295,mlnet
9e8f1007f0fd676089a6bf770179880596fa638a,ed7f706bfb40321fb5894384df6bec022b12c7fd,,False,25,2019-02-21 18:33:47,7,2019-02-21 18:33:47,Increase build timeout for code coverage CI. (#2647),1,1,1,0,0,82,3,4,1,mlnet
01a362b9a4a31a774f4f59bbe942d78240a69c7d,9e8f1007f0fd676089a6bf770179880596fa638a,,False,22,2019-02-21 19:17:56,4,2019-02-21 19:17:56,Fix the build (#2682),1,1,1,0,0,605,0,2,2,mlnet
512493a7ad1567f776c6999947c754c50e704717,01a362b9a4a31a774f4f59bbe942d78240a69c7d,,False,36,2019-02-21 21:29:40,7,2019-02-21 21:29:40,Adding functional tests for explainability (#2584),1,6,3,3,0,714,382,387,5,mlnet
412e1f904c9cd25b80e62bb01390e09360b5b50c,512493a7ad1567f776c6999947c754c50e704717,,False,4,2019-02-21 22:01:04,7,2019-02-21 22:01:04,Stop using System.ComponentModel.Composition (#2569),1,15,13,2,0,4669,105,196,91,mlnet
ec418e40408f09e239d56e07c470d00f3448fcc3,412e1f904c9cd25b80e62bb01390e09360b5b50c,,False,66,2019-02-22 19:22:20,7,2019-02-22 19:22:20,Change Default Settings in TextLoader (#2630),1,34,34,0,0,49462,27,169,142,mlnet
b604b07829c4411ba22ebaf976558848369d5e1b,ec418e40408f09e239d56e07c470d00f3448fcc3,,False,40,2019-02-22 22:37:44,26,2019-02-22 22:37:44,Mark EntryPoints classes and APIs as internal (#2674),1,22,22,0,0,49231,-14,120,134,mlnet
eb959c32a6215b1445df56a49761d065dfcdb7b3,b604b07829c4411ba22ebaf976558848369d5e1b,,False,36,2019-02-22 23:59:18,7,2019-02-22 23:59:18,Adding defaults for labelColumn and groupIdColumn to Ranking evaluator. (#2684),1,1,1,0,0,689,3,4,1,mlnet
44c3113c83ebc7ea2d1a43f404f602ec7202b52c,eb959c32a6215b1445df56a49761d065dfcdb7b3,,False,72,2019-02-23 01:04:30,26,2019-02-23 01:04:30,Removes the learning rate parameter from RandomForest as this parameter was not used (#2691),1,4,4,0,0,1131,-9,8,17,mlnet
9fe82330fb5e14f94d0bf4823ef6e2212a8365b4,44c3113c83ebc7ea2d1a43f404f602ec7202b52c,,False,72,2019-02-23 14:24:13,4,2019-02-23 14:24:13,- Fixes the project reference path for OnnxTransformer. (#2705),1,4,4,0,0,65,0,4,4,mlnet
160eade3dfbda59bee2450bafb7ec877aa422dbd,9fe82330fb5e14f94d0bf4823ef6e2212a8365b4,,False,72,2019-02-23 17:05:57,4,2019-02-23 17:05:57," - Removes ResultProcessor, Maml and Sweeper from Microsoft.ML nuget. (#2690)",1,3,3,0,0,46,-3,1,4,mlnet
eecf2727123e062f80d259ac66b68cf01c4b7078,160eade3dfbda59bee2450bafb7ec877aa422dbd,,False,25,2019-02-23 22:10:53,7,2019-02-23 22:10:53,Remove MD5Hasher. (#2706),1,9,8,0,1,3956,-239,1,240,mlnet
f063510edbdfd0046c526e3a69246671a187cbea,eecf2727123e062f80d259ac66b68cf01c4b7078,,False,26,2019-02-24 00:05:30,7,2019-02-24 00:05:30,"Hide delegates, model parameters classes, move onFit to staticPIpe, get rid of trivial transformWrapper (#2701)",1,14,14,0,0,5476,-6,57,63,mlnet
22844f676938a469286deb3f5ef6270509e43342,f063510edbdfd0046c526e3a69246671a187cbea,,False,4,2019-02-24 02:20:08,7,2019-02-24 02:20:08,Move the builder classes in DataViewSchema (#2703),1,56,54,0,2,40855,-21,399,420,mlnet
8001ccc6324cd5aad41f8d56dbf76dcdafd9e50d,22844f676938a469286deb3f5ef6270509e43342,,False,36,2019-02-24 23:11:10,7,2019-02-24 23:11:10,Adding functional tests for all training and evaluation tasks (#2646),1,10,4,5,1,1631,525,570,45,mlnet
