Label,Message,Source,IsMerge,WorkItems,TotalFiles,ModifiedFiles,AddedFiles,DeletedFiles,TotalLines,NetLines,AddedLines,DeletedLines,HasAddedFiles,HasDeletedFiles,MessageLength,WordCount
False,create method to  detect unknown actionDirectivenodes,dotnetinteractive,False,0,3,2,1,0,383,18,19,1,True,False,53,6
False,test proxy kernel,dotnetinteractive,False,0,1,1,0,0,121,59,60,1,False,False,17,3
True,if no standard python is found will check for default anaconda locations,dotnetinteractive,False,0,2,2,0,0,234,38,39,1,False,False,72,12
False,Update SignCheckExclusionsFile.txt,dotnetinteractive,False,0,1,1,0,0,8,1,1,0,False,False,34,2
True,Merge pull request #461 from jonsequitur/formatter-fixes,dotnetinteractive,True,1,23,21,2,0,4085,216,327,111,True,False,56,6
True,ts kernel noops on undefined handlers if they are for language services,dotnetinteractive,False,0,2,2,0,0,535,27,29,2,False,False,71,12
False,Condition integration tests on env var RUN_DOTNET_TRY_INTEGRATION_TESTS (#338),dotnetinteractive,False,1,3,2,1,0,348,21,27,6,True,False,78,8
True,should fail to get formatter for unsupported mimeType,dotnetinteractive,False,0,2,2,0,0,1932,38,45,7,False,False,53,8
True,rework connect api,dotnetinteractive,False,0,24,16,4,4,2135,61,317,256,True,True,18,3
True,Address assembly reference issue and add test,dotnetinteractive,False,0,2,2,0,0,632,23,25,2,False,False,45,7
True,fix browser kernel compatibility,dotnetinteractive,False,0,1,1,0,0,105,5,7,2,False,False,32,4
True,throw on null key,dotnetinteractive,False,0,1,1,0,0,84,0,1,1,False,False,17,4
True,fix PowerShell .csproj,dotnetinteractive,False,0,1,1,0,0,84,32,36,4,False,False,22,3
True,fix #1568,dotnetinteractive,False,1,1,1,0,0,342,0,1,1,False,False,9,2
False,improve if conditions,dotnetinteractive,False,0,1,1,0,0,720,-1,0,1,False,False,21,3
True,Bugfix/test fix (#286),dotnetinteractive,False,1,7,6,1,0,1094,40,99,59,True,False,22,3
True,fix docker file sand yaml,dotnetinteractive,False,0,4,4,0,0,546,0,7,7,False,False,25,5
True,improve kernel error reporting (#598),dotnetinteractive,False,1,1,1,0,0,105,4,7,3,False,False,37,5
False,refactor api and made names consistent,dotnetinteractive,False,0,2,2,0,0,585,20,54,34,False,False,38,6
True,[main] Fix race in KernelScheduler (#3232),dotnetinteractive,False,1,4,4,0,0,939,40,58,18,False,False,42,6
True,return false on command and restrict cursor position >= 0,dotnetinteractive,False,0,1,1,0,0,1009,4,5,1,False,False,57,10
False,allow custom environment variables to be set when launching a kernel (#2208),dotnetinteractive,False,1,8,8,0,0,2925,20,28,8,False,False,76,12
False,add test for complete reply contract,dotnetinteractive,False,0,2,1,1,0,232,37,37,0,True,False,36,6
True,Fixup feeds (#1046),dotnetinteractive,False,1,4,4,0,0,118,-3,5,8,False,False,19,3
False,remove unused imports,dotnetinteractive,False,0,1,1,0,0,67,0,1,1,False,False,21,3
False,Formatter self registration and tabular data improvements (#1346),dotnetinteractive,False,1,69,59,8,2,9431,215,975,760,True,True,65,8
True,Resolve SQL Tools Service path upon extension load and improve error messages,dotnetinteractive,False,0,5,5,0,0,349,62,92,30,False,False,77,12
True,"support some additional diagnostics, improve header binding (#3145)",dotnetinteractive,False,1,17,16,0,1,3028,240,434,194,False,True,67,8
True,revert dependency on sdk acquisition and cache location of dotnet tool (#1094),dotnetinteractive,False,1,6,6,0,0,1703,42,64,22,False,False,78,12
True,Enable tests (#314),dotnetinteractive,False,1,1,1,0,0,99,-1,1,2,False,False,19,3
True,bug in vscode extension,dotnetinteractive,False,0,1,1,0,0,87,-1,0,1,False,False,23,4
False,Expanded tests to cover larger surface areas,emergence,False,0,2,2,0,0,87,2,4,2,False,False,44,7
True,Addressed code inspection,emergence,False,0,1,1,0,0,281,5,5,0,False,False,25,3
False,Added actor object,emergence,False,0,7,5,1,1,298,12,34,22,True,True,18,3
False,F# generation,emergence,False,0,7,5,2,0,111,32,39,7,True,False,13,2
False,Set up CI with Azure Pipelines,emergence,False,0,1,0,1,0,33,33,33,0,True,False,30,6
False,Better mapping,emergence,False,0,2,2,0,0,100,7,18,11,False,False,14,2
False,Beginning room JSON loading.,emergence,False,0,3,2,1,0,116,63,64,1,True,False,28,4
False,Update azure-pipelines.yml for Azure Pipelines,emergence,False,0,1,1,0,0,39,-6,3,9,False,False,46,5
False,Added a model of player knowledge of various tiles.,emergence,False,0,7,6,1,0,1116,58,65,7,True,False,51,9
False,Work on parsing,emergence,False,0,7,7,0,0,1405,15,43,28,False,False,15,3
False,WIP on using the big boy context,emergence,False,0,5,5,0,0,504,18,29,11,False,False,32,7
False,UI now supports command listing,emergence,False,0,5,4,1,0,480,60,87,27,True,False,31,5
False,"Added void, coloration, icon",emergence,False,0,7,6,1,0,256,75,87,12,True,False,28,4
False,Work on map generation,emergence,False,0,6,6,0,0,118,6,20,14,False,False,22,4
False,Effects are messages,emergence,False,0,2,2,0,0,359,0,10,10,False,False,20,3
False,Early active / targeted command work,emergence,False,0,6,5,1,0,432,52,71,19,True,False,36,6
False,Added hotkeys for command execution,emergence,False,0,1,1,0,0,106,40,41,1,False,False,35,5
False,Reduced random impact from the test scenario.,emergence,False,0,3,3,0,0,621,6,16,10,False,False,45,7
False,Added teleportation tests. Starting to refactor test cases.,emergence,False,0,6,4,2,0,318,55,91,36,True,False,59,8
False,Handling game over states,emergence,False,0,7,7,0,0,1514,52,174,122,False,False,25,4
False,Moved radius logic to new method to reduce complexity,emergence,False,0,1,1,0,0,270,8,14,6,False,False,53,9
True,Added tests around attacks,emergence,False,0,2,2,0,0,442,28,45,17,False,False,26,4
True,Fixed a number of pathfinding bugs,emergence,False,0,9,7,2,0,909,99,102,3,True,False,34,6
False,Added LoS indicators,emergence,False,0,7,6,1,0,1322,48,65,17,True,False,20,3
True,Flee behavior now prioritizes open areas,emergence,False,0,2,2,0,0,253,45,50,5,False,False,40,6
False,Better casting,emergence,False,0,1,1,0,0,1553,-2,2,4,False,False,14,2
True,Simplified encounter generation code,emergence,False,0,1,1,0,0,180,-6,21,27,False,False,36,4
False,Added a pair of VM tests,emergence,False,0,8,6,2,0,823,46,64,18,True,False,24,6
False,Added basic vision tests,emergence,False,0,2,1,1,0,141,47,47,0,True,False,24,4
False,Added game manager tests,emergence,False,0,3,2,1,0,166,69,70,1,True,False,24,4
True,Improved unit test performance,emergence,False,0,1,1,0,0,66,-2,3,5,False,False,30,4
False,Command execution is now invokable from the UI,emergence,False,0,11,10,1,0,1206,48,61,13,True,False,46,8
False,Added an explosion test,emergence,False,0,3,2,1,0,197,44,44,0,True,False,23,4
False,Added a helpy wander test,emergence,False,0,2,2,0,0,74,18,22,4,False,False,25,5
False,Updated documentation,gitstractor,False,0,1,1,0,0,45,1,2,1,False,False,21,2
False,Update README.md,gitstractor,False,0,1,1,0,0,23,2,3,1,False,False,16,2
False,Displaying progress,gitstractor,False,0,3,1,2,0,170,99,123,24,True,False,19,2
False,Added Power BI instructions and template,gitstractor,False,0,5,2,3,0,3643,20,24,4,True,False,40,6
False,Create CONTRIBUTING.md,gitstractor,False,0,1,0,1,0,5,5,5,0,True,False,22,2
True,Cleaned up visuals,gitstractor,False,0,1,1,0,0,1342,0,0,0,False,False,18,3
False,Beginning inclusion of PowerBI Prototype,gitstractor,False,0,1,0,1,0,1318,0,0,0,True,False,40,5
False,Author writing,gitstractor,False,0,5,4,1,0,291,82,97,15,True,False,14,2
False,Create .github/FUNDING.yml,gitstractor,False,0,1,0,1,0,13,13,13,0,True,False,26,2
False,Added bytes,gitstractor,False,0,3,3,0,0,246,19,26,7,False,False,11,2
True,Some significant cleanup and tests for commit extraction,gitstractor,False,0,14,7,7,0,609,223,322,99,True,False,56,8
True,Fixed linux extraction bug when directory doesn't exist,gitstractor,False,0,1,1,0,0,62,3,3,0,False,False,55,8
True,"Fixed bad CSV value, added FileCommits.csv",gitstractor,False,0,7,6,1,0,390,48,72,24,True,False,42,6
True,Better author testing,gitstractor,False,0,7,5,2,0,356,55,122,67,True,False,21,3
True,Fixed CommiterDate column in Notebook,gitstractor,False,0,1,1,0,0,92767,0,63,63,False,False,37,5
True,Revised readme since the project is now technically usable.,gitstractor,False,0,1,1,0,0,53,30,37,7,False,False,59,9
False,Update dependencies from https://github.com/dotnet/arcade build 20240510.2 (#7151),mlnet,False,1,7,7,0,0,1429,100,177,77,False,False,82,7
False,Using internal TempFilePath (#6180),mlnet,False,1,4,4,0,0,2118,4,16,12,False,False,35,4
False,Add Backport github workflow (#6944),mlnet,False,1,1,0,1,0,29,29,29,0,True,False,36,5
False,Updated build docs for .NET Core 3.1 (#4967),mlnet,False,1,3,3,0,0,149,5,12,7,False,False,44,8
False,Simplify CodeGen - phase 2 (#4972),mlnet,False,1,15,14,1,0,2772,103,154,51,True,False,34,6
False,Update TorchSharp to 0.98.3 (#6436),mlnet,False,1,1,1,0,0,83,0,1,1,False,False,35,5
False,Add more required Tokenizer APIs (#7114),mlnet,False,1,4,4,0,0,1870,143,149,6,False,False,40,6
False,Created sample for 'LatentDirichletAllocation' API. (#3191),mlnet,False,1,3,1,1,1,621,13,75,62,True,True,60,6
False,Adds a type='bullet' tag to the documentation so that the bulleted list (#2450),mlnet,False,1,1,1,0,0,139,0,1,1,False,False,79,13
False,Add doc comments (#1596),mlnet,False,1,1,1,0,0,938,173,175,2,False,False,24,4
False,"XML docs for Permutation feature importance for Binary, Multi-class and Ranking trainers. (#3455)",mlnet,False,1,5,5,0,0,1037,-1,22,23,False,False,97,13
False,Added release notes for v1.5 release and updated version info (#5151),mlnet,False,1,2,1,1,0,121,79,81,2,True,False,69,11
False,XML documentation for FastForest binary classification. (#3399),mlnet,False,1,3,2,1,0,769,45,51,6,True,False,63,7
False,Add Xunit.Combinatorial for test projects (#4545),mlnet,False,1,2,2,0,0,110,2,2,0,False,False,49,6
False,Towards #3204 - documentation for FeatureContributionCalculatingEstimator (#3384),mlnet,False,2,2,2,0,0,447,19,67,48,False,False,81,7
False,Tensorflow GetModelSchema should support unfrozen models (#2112),mlnet,False,1,2,2,0,0,1093,5,17,12,False,False,64,7
False,Confidence Intervals for Permutation Feature Importance (#1844),mlnet,False,1,4,4,0,0,1655,220,540,320,False,False,63,7
True,Provide seed parameter for TrainTest routine (#1885),mlnet,False,1,4,4,0,0,1445,30,108,78,False,False,52,7
False,"Update Onnx Convert documentation, limited to ONNX-ML target platforms",mlnet,False,0,1,1,0,0,76,-1,5,6,False,False,70,9
False,Moving FastTree from Runtime to Trainers.  (#1347),mlnet,False,1,109,109,0,0,43037,41,246,205,False,False,50,7
False,Enable the internal code analyzer for test projects (#4731),mlnet,False,1,2,2,0,0,92,32,33,1,False,False,59,9
False,Extract IsTestMethod to a shared analyzer helper (#4802),mlnet,False,1,3,1,2,0,159,25,57,32,True,False,56,8
False,These changes allow for ML.NET to be built from source by VS2019  (#3742),mlnet,False,1,3,3,0,0,277,3,16,13,False,False,73,13
False,Adding release notes for v0.11 (#2860),mlnet,False,1,1,0,1,0,40,40,40,0,True,False,38,6
False,Update release notes. (#3825),mlnet,False,1,1,1,0,0,118,0,1,1,False,False,29,4
False,Documentation for Multiclass SDCA (#3433),mlnet,False,1,2,2,0,0,1550,123,139,16,False,False,41,5
False,Adding Shuffle to the catalog (#2427),mlnet,False,1,4,3,1,0,1074,102,108,6,True,False,37,6
False,Using the latest Numeric vector apis (#2082),mlnet,False,1,5,5,0,0,4296,0,134,134,False,False,44,7
False,upgrade to .NET Interactive 1.0.0-beta.22103.1 (#6089),mlnet,False,1,3,3,0,0,220,0,8,8,False,False,54,6
False,Make array argument names plural (#2124),mlnet,False,1,112,112,0,0,97371,19,640,621,False,False,40,6
False,Use short-circuit logic (#5824),mlnet,False,1,46,46,0,0,44044,0,195,195,False,False,31,4
False,upgrade hosted mac agent pool to use new version of mac os (#4897),mlnet,False,1,5,5,0,0,745,0,5,5,False,False,66,13
False,Package FastTree. (#2764),mlnet,False,1,9,7,2,0,407,22,25,3,True,False,25,3
False,Attribution of images in test/data/images (#771),mlnet,False,1,1,1,0,0,57,12,14,2,False,False,48,6
False,Added convenience constructors for ScoreTransform and TrainAndScoreTransform. (#614),mlnet,False,1,1,1,0,0,259,72,76,4,False,False,84,8
False,Better explanation of Score's initial value (#1513),mlnet,False,1,1,1,0,0,115,1,5,4,False,False,51,7
False,XML documentation for Poisson Regression trainer. (#3404),mlnet,False,1,2,2,0,0,1082,19,26,7,False,False,57,7
False,Adds the openmp library to the MklRedist nuget package. (#3023),mlnet,False,1,1,1,0,0,128,2,2,0,False,False,63,10
False,Brew install libomp 7.0.0 only. (#3721),mlnet,False,1,3,3,0,0,400,0,4,4,False,False,39,6
False,Update PACKAGE.md to include Llama info (#7104),mlnet,False,1,1,1,0,0,87,26,26,0,False,False,47,7
False,Publish nugets to temporary myget feed (#3400),mlnet,False,1,1,1,0,0,264,0,7,7,False,False,46,7
False,Bump the master branch to 0.6 (#782),mlnet,False,1,1,1,0,0,8,0,1,1,False,False,36,7
False,Added documentation regarding TextLoader's hasHeader field (#4655),mlnet,False,1,2,2,0,0,1819,20,25,5,False,False,66,7
False,Update README.md for 0.5,mlnet,False,0,1,1,0,0,102,0,1,1,False,False,24,4
False,Added reference to ImageAnalytics nuget so that the image transforms/learners will be packaged. (#662),mlnet,False,1,1,1,0,0,19,1,1,0,False,False,102,14
False,Polish standard trainers' catalog (Just rename some variables) (#3029),mlnet,False,1,20,20,0,0,9655,1,149,148,False,False,70,9
False,add InternalsVisibleTo to a couple of projects (#3719),mlnet,False,1,2,2,0,0,41,2,2,0,False,False,54,8
False,Create links to detail sections (#1149),mlnet,False,1,1,1,0,0,153,0,6,6,False,False,39,6
False,Rename NameEntity to NamedEntity (#6917),mlnet,False,1,5,5,0,0,1385,43,59,16,False,False,40,5
False,Data catalog done (#3021),mlnet,False,1,4,3,1,0,731,134,154,20,True,False,25,4
False,Adding more metrics to BinaryClassification Experiment (#6571),mlnet,False,1,3,3,0,0,1418,-6,50,56,False,False,62,7
False,Update dependencies from https://github.com/dotnet/arcade build 20240112.5 (#6957),mlnet,False,1,10,10,0,0,2017,17,39,22,False,False,82,7
False,[main] Update dependencies from dotnet/arcade (#6148),mlnet,False,1,3,3,0,0,225,0,16,16,False,False,53,6
False,Increment build version to 1.3 for release and 0.15 for preview. (#3956),mlnet,False,1,1,1,0,0,38,0,2,2,False,False,72,12
False,Added onnx export status for all estimators and trainers (#4593),mlnet,False,1,75,75,0,0,47858,48,85,37,False,False,64,10
False,Rename DataView Metadata to Annotations. (#2712),mlnet,False,1,160,160,0,0,98927,-3,1254,1257,False,False,48,6
False,Load TransformerChain model file in ModelFileUtils (#4110),mlnet,False,1,3,3,0,0,6675,105,106,1,False,False,58,7
False,Release notes for 3.0 (#6888),mlnet,False,1,1,0,1,0,135,135,135,0,True,False,29,5
False,Mark Microsoft.Extensions.ML as a stable package. (#4356),mlnet,False,1,2,2,0,0,57,2,2,0,False,False,57,7
False,Update locker.yml (#7133),mlnet,False,1,1,1,0,0,37,1,2,1,False,False,25,3
False,[main] Update dependencies from dotnet/arcade (#6126),mlnet,False,1,3,3,0,0,225,0,15,15,False,False,53,6
False,Preparation for syncing sources with internal repo (#275),mlnet,False,1,1,1,0,0,309,10,11,1,False,False,57,8
False,Adding another handful transform's extensions (#1494),mlnet,False,1,7,3,4,0,430,182,196,14,True,False,53,6
False,Update documentation for MissingValues (#3386),mlnet,False,1,4,4,0,0,1919,5,77,72,False,False,46,5
False,Adding a new ubuntu CI leg (#2516),mlnet,False,1,6,5,1,0,624,61,69,8,True,False,34,7
False,Update dependencies from https://github.com/dotnet/arcade build 20220406.10 (#6153),mlnet,False,1,7,7,0,0,962,90,197,107,False,False,83,7
False,Renamed master to main (#5717),mlnet,False,1,26,26,0,0,4824,0,191,191,False,False,30,5
False,Enable MSML_TypeParamName for the full solution (#4762),mlnet,False,1,2,2,0,0,438,-3,2,5,False,False,55,7
False,Updated branch version (#5400),mlnet,False,1,1,1,0,0,40,0,2,2,False,False,30,4
False,Update description about key type and add one more reference (#3170),mlnet,False,1,1,1,0,0,569,-2,11,13,False,False,68,11
False,Update name of DataFrame.WriteCsv to SaveCsv (#6349),mlnet,False,1,2,2,0,0,1867,34,51,17,False,False,52,7
False,XML documentation for transforms (#3428),mlnet,False,1,6,6,0,0,2344,53,100,47,False,False,40,5
False,Created DoubleParser.OptionFlags to be used internally by TextLoader (#5154),mlnet,False,1,42,42,0,0,35709,159,315,156,False,False,76,9
True,Ensure all Microsoft.ML assemblies are loaded by the LearningPipeline API. (#1082),mlnet,False,1,4,3,1,0,651,73,75,2,True,False,82,11
True,TextLoader throws when type is missing LoadColumnAttribute (#3071),mlnet,False,1,2,2,0,0,2349,-4,4,8,False,False,66,8
True,Handle Indexed Pixel Format correctly in Image Resize transform. (#3601),mlnet,False,1,4,2,2,0,2615,12,15,3,True,False,72,10
False,Converted Schema to a class (#1167),mlnet,False,1,151,149,1,1,89239,206,1447,1241,True,True,35,6
True,fixed typo (#3445),mlnet,False,1,1,1,0,0,222,0,1,1,False,False,18,3
True,Fix bounding checking error of SSE SumU intrinsic (#822),mlnet,False,1,1,1,0,0,1187,0,1,1,False,False,56,9
True,Ensure BufferBlocks are completed and empty in RowShufflingTransformer. (#4479),mlnet,False,1,1,1,0,0,739,14,22,8,False,False,79,9
True,Fixed xref formatting (#4647),mlnet,False,1,1,1,0,0,992,0,2,2,False,False,29,4
False,Update unix instructions for x-compiling on ARM (#5811),mlnet,False,1,1,1,0,0,79,3,4,1,False,False,55,8
False,Cumulative changes based on 0.6 bag bash (#1079),mlnet,False,1,4,4,0,0,2123,21,59,38,False,False,48,8
False,Add sample for stop words removing. (#2236),mlnet,False,1,5,3,1,1,1068,124,147,23,True,True,43,7
False,Refactoring clustering catalog samples line width to 85 (#3595),mlnet,False,1,4,4,0,0,481,84,164,80,False,False,63,9
False,Key to binary samples for documentation (#3211),mlnet,False,1,6,3,3,0,1168,241,241,0,True,False,47,7
True,Fixes #4571. About memory leak when using FeaturizeText. (#4576),mlnet,False,2,3,2,1,0,1230,181,184,3,True,False,64,9
True,Add try catch block to skip bad(failing to read) images (#4350),mlnet,False,1,2,2,0,0,3412,99,116,17,False,False,63,11
True,Exclude files not authored by ML.NET from code coverage (#2290),mlnet,False,1,1,1,0,0,50,2,2,0,False,False,63,10
False,SchemaShape.Column metadata is now SchemaShape not string array (#845),mlnet,False,1,13,13,0,0,5987,32,132,100,False,False,70,9
False,Move entrypoints from Microsoft.ML.Legacy to Microsoft.ML.Entrypoints. (#1859),mlnet,False,1,26,22,4,0,3640,55,65,10,True,False,78,7
True,Support back compat for ngram hash (#1988),mlnet,False,1,3,2,1,0,3759,89,100,11,True,False,42,7
True,Fixes cases of invalid image folder path and input column name (#4691),mlnet,False,1,1,1,0,0,440,2,6,4,False,False,70,12
False,Use interface IProgress instead of Progress in AutoML ExperimentBase (#6055),mlnet,False,1,1,1,0,0,378,0,1,1,False,False,76,10
True,"Updated AucAggregator.cs ComputeWeightedAuc method to fix spelling issue of ""defined"" in message (#3613)",mlnet,False,1,1,1,0,0,569,0,2,2,False,False,104,13
False,Convert CharTokenize to estimator (#1294),mlnet,False,1,8,7,1,0,3218,120,465,345,True,False,41,5
True,Fix bug with order of pixels in the Interleave=true case (#2130),mlnet,False,1,2,2,0,0,1124,0,4,4,False,False,64,11
False,Image Classification Sample cleanup (#4380),mlnet,False,1,4,4,0,0,1430,58,464,406,False,False,43,5
True,Lockdown Microsoft.ML.Onnx public surface (#2625),mlnet,False,1,55,55,0,0,38032,17,3997,3980,False,False,49,5
True,Fixes #3992 and corner case of inputColumnNames on FeaturizeText (#4211),mlnet,False,2,2,2,0,0,1394,92,94,2,False,False,72,10
False,Test for Metadata Support In DataView Construction (#1836),mlnet,False,1,2,2,0,0,1301,82,83,1,False,False,58,8
True,Issue 4120 (#4297),mlnet,False,1,1,1,0,0,105,2,4,2,False,False,18,3
False,Return distinct array of ParameterSet when ProposeSweep is called (#368),mlnet,False,1,5,3,2,0,861,93,97,4,True,False,72,10
True,Add missing implementation for datetime relevant arrow type into dataframe (#6675),mlnet,False,1,7,7,0,0,4331,29,60,31,False,False,82,11
True,Changed all MLContext creation to include a fixed seed (#4736),mlnet,False,1,49,49,0,0,20312,0,149,149,False,False,62,10
True,Modified Tensorflow ImageClassification tests to make them faster (#4447),mlnet,False,1,1,1,0,0,1902,0,104,104,False,False,73,9
True,Fix some SDCA documentation issues (#3533),mlnet,False,1,4,4,0,0,2558,5,11,6,False,False,42,6
True,Fix the build badge link (#4267),mlnet,False,1,1,1,0,0,143,0,6,6,False,False,32,6
False,adding the functions used to build MlNetMklDeps for 0.0.0.6 (#1182),mlnet,False,1,4,0,4,0,148,148,148,0,True,False,67,10
False,Add debug asserts (#1566),mlnet,False,1,2,2,0,0,3747,57,57,0,False,False,25,4
True,Update TreeTrainersCatalog to use standard parameter names (#2880),mlnet,False,1,3,3,0,0,870,0,20,20,False,False,66,8
False,update interactive package versino (#6378),mlnet,False,1,1,1,0,0,85,0,2,2,False,False,42,5
False,Split out non concurrent test collections. (#6937),mlnet,False,1,22,20,2,0,5471,68,111,43,True,False,50,7
True,fix doc for the KeyToBinaryVectorMappingEstimator (#3536),mlnet,False,1,2,2,0,0,540,15,20,5,False,False,57,6
True,Fixes locale dependent test output comparisons (#109),mlnet,False,1,1,1,0,0,88,7,7,0,False,False,53,7
True,Fix documentation for LightGbm parameter (#3695),mlnet,False,1,1,1,0,0,1154,-1,1,2,False,False,48,6
True,ML.Net nuget missing a dependency on System.Collections.Immutable (#981),mlnet,False,1,1,1,0,0,23,1,1,0,False,False,72,8
True,Fix the build (#2682),mlnet,False,1,1,1,0,0,605,0,2,2,False,False,21,4
True,Prevent annoying error in VSmac (#219),mlnet,False,1,7,7,0,0,149,7,9,2,False,False,38,6
True,Polish GetColumn on IDataView (#2738),mlnet,False,1,25,25,0,0,5963,62,174,112,False,False,37,5
False,"Docs 2nd pass for NaiveBayes, KMeans, OVA, Pairwise and OnnxTransformer (#3387)",mlnet,False,1,9,6,1,2,4204,49,175,126,True,True,79,11
False,Add SamplingKeyColumnName to AutoMLExperiment (#6649),mlnet,False,1,4,4,0,0,1003,25,28,3,False,False,53,5
False,Stop using System.ComponentModel.Composition (#2569),mlnet,False,1,15,13,2,0,4669,105,196,91,True,False,52,4
False,Exposed ngram extraction options in TextFeaturizer (#2911),mlnet,False,1,9,9,0,0,7962,36,129,93,False,False,58,7
False,Added RankingEvaluatorOptions and removed the truncation limit.  (#4081),mlnet,False,1,6,5,1,0,5324,168,233,65,True,False,72,8
True,more transform => transformer renaming (#1590),mlnet,False,1,25,25,0,0,33011,0,222,222,False,False,46,6
False,small code cleanup (#271),mlnet,False,1,10,10,0,0,4419,-5,41,46,False,False,25,4
True,moving onedal nuget download from onedal to native where its needed for building. (#6527),mlnet,False,1,2,2,0,0,291,-1,16,17,False,False,89,14
False,Internalizing MetadataUtils (#1893),mlnet,False,1,62,62,0,0,32743,34,193,159,False,False,35,3
False,Update some test package dependencies (#6161),mlnet,False,1,3,3,0,0,261,10,14,4,False,False,45,6
False,Normalization API helpers (#446),mlnet,False,1,10,10,0,0,12098,57,157,100,False,False,32,4
False,"Cleaned and fixed public API surface for KMeans, NaiveBayes, OLS. (#2819)",mlnet,False,1,17,16,1,0,40956,42,148,106,True,False,73,11
False,Add two-variable scenario in Tensor shape inference for TensorflowTransform (#5257),mlnet,False,1,3,3,0,0,3000,45,48,3,False,False,83,10
True,Handle lightgbm output in different locales properly (#2345),mlnet,False,1,2,2,0,0,738,17,23,6,False,False,60,8
False,Add option to execute only the last transform in TransformWrapper and have WordBagEstimator return transformer chain (#3700),mlnet,False,1,8,6,2,0,7737,49,169,120,True,False,124,17
True,Fix SoftMax precision by utilizing double in the internal calculations (#3676),mlnet,False,1,1,1,0,0,762,2,6,4,False,False,78,11
False,Add SECURITY.md (#6420),mlnet,False,1,1,0,1,0,41,41,41,0,True,False,23,3
False,Full Model Retrain Sample  (#4127),mlnet,False,1,1,0,1,0,236,236,236,0,True,False,34,5
False,Add tests for ParameterSet equality (#4550),mlnet,False,1,1,1,0,0,276,37,37,0,False,False,43,6
False,Internalize LpNorm column options. (#3078),mlnet,False,1,1,1,0,0,923,0,4,4,False,False,42,5
True,Fix spelling (#1258),mlnet,False,1,1,1,0,0,988,0,1,1,False,False,20,3
True,Mark UInt128 and other obvious readonly structs as readonly. (#1496),mlnet,False,1,46,46,0,0,33275,0,61,61,False,False,68,10
False,Update Load8 with GatherVector256 instruction for .NET Core 3 (#1200) fixes #1195,mlnet,False,2,1,1,0,0,1505,10,11,1,False,False,81,12
True,Added exception for NaN eigenvectors on PCA (#5349),mlnet,False,1,2,2,0,0,972,42,46,4,False,False,51,8
True,Added time series and DateTimeTransformer tests that load its input from a file (#5063),mlnet,False,1,5,2,3,0,1072,174,187,13,True,False,87,14
True,fix #6416 (#6612),mlnet,False,2,1,1,0,0,365,-1,70,71,False,False,17,3
False,Early permutation work,wherewolf,False,0,6,4,2,0,320,71,75,4,True,False,22,3
False,Added knowledge test for lone wolf,wherewolf,False,0,2,1,1,0,131,47,47,0,True,False,34,6
False,Lone wolf peek is now fully implemented,wherewolf,False,0,10,7,2,1,387,91,104,13,True,True,39,7
False,Structuring early application.,wherewolf,False,0,8,3,5,0,196,113,119,6,True,False,30,3
False,Saw other wolves event,wherewolf,False,0,9,8,1,0,351,60,66,6,True,False,22,4
False,Rendering final probabilities as well as start probabilities,wherewolf,False,0,1,1,0,0,123,13,38,25,False,False,60,8
False,Reorganizing for game setup and early probability,wherewolf,False,0,16,14,2,0,866,49,183,134,True,False,49,7
False,Added a mechanism to get all possible worlds,wherewolf,False,0,9,6,3,0,573,124,163,39,True,False,44,8
False,Beginnings of night phase,wherewolf,False,0,19,12,7,0,852,181,218,37,True,False,25,4
False,Support-based calculation of start cards,wherewolf,False,0,3,2,0,1,88,14,32,18,False,True,40,5
False,Brute force probability seems to be working,wherewolf,False,0,2,2,0,0,202,77,77,0,False,False,43,7
True,Fixed path to Wherewolf,wherewolf,False,0,5,4,1,0,78,6,6,0,True,False,23,4
True,Replicated bug with a test,wherewolf,False,0,3,2,1,0,474,86,97,11,True,False,26,5
False,Early implementation of Robber,wherewolf,False,0,14,10,4,0,614,161,190,29,True,False,30,4
